GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049,D050,D051,D052,D053,D054,D055,D056,D057,D058,D059,D060,D061,D062,D063,D064,D065,D066,D067,D068,D069,D070,D071,D072,D073
1400000US53033022606,53033022606,"Census Tract 226.06, King County, Washington",5430,245,5185,5012,3924,81,20,954,3,30,173,159,13,39,86,1,2,0,3,0,0,3,0,1,4,7,0,14,5,1,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033022701,53033022701,"Census Tract 227.01, King County, Washington",2546,85,2461,2400,2042,28,9,305,5,11,61,58,2,6,37,0,3,0,3,0,5,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033022702,53033022702,"Census Tract 227.02, King County, Washington",3729,175,3554,3415,3028,72,6,282,19,8,139,134,35,15,73,5,3,1,0,0,1,0,0,0,1,0,0,5,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033022703,53033022703,"Census Tract 227.03, King County, Washington",2373,132,2241,2173,1840,20,6,296,2,9,68,67,6,2,42,5,1,0,3,0,1,0,0,0,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033022801,53033022801,"Census Tract 228.01, King County, Washington",8314,851,7463,7225,3664,204,13,3306,11,27,238,231,35,20,122,0,3,2,6,0,1,2,0,0,0,40,0,7,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033022802,53033022802,"Census Tract 228.02, King County, Washington",4791,254,4537,4400,3084,61,7,1214,8,26,137,132,9,18,82,4,4,2,3,0,2,1,0,0,0,7,0,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1400000US53033022803,53033022803,"Census Tract 228.03, King County, Washington",4987,277,4710,4557,2414,113,11,1979,10,30,153,145,12,10,95,0,9,1,1,0,0,1,0,0,2,14,0,6,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033022901,53033022901,"Census Tract 229.01, King County, Washington",2924,133,2791,2684,1911,31,6,724,3,9,107,100,2,15,66,2,0,1,0,0,0,0,0,0,10,4,0,7,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033022902,53033022902,"Census Tract 229.02, King County, Washington",6299,238,6061,5855,4415,85,21,1293,11,30,206,191,24,20,137,2,2,0,1,0,0,0,0,0,1,4,0,15,5,3,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023000,53033023000,"Census Tract 230, King County, Washington",5190,263,4927,4729,3706,76,18,907,5,17,198,169,27,20,112,1,3,0,1,0,0,0,0,0,3,1,1,29,2,6,2,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023100,53033023100,"Census Tract 231, King County, Washington",3792,220,3572,3438,2611,89,13,713,5,7,134,129,15,12,85,2,1,1,0,0,0,2,0,0,5,6,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023201,53033023201,"Census Tract 232.01, King County, Washington",6223,628,5595,5454,2223,128,20,3061,16,6,141,135,9,17,61,3,2,1,1,0,5,4,0,0,3,29,0,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023202,53033023202,"Census Tract 232.02, King County, Washington",4345,857,3488,3401,1941,241,21,1171,21,6,87,85,10,10,45,1,1,2,4,0,1,1,0,0,2,7,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023300,53033023300,"Census Tract 233, King County, Washington",6217,540,5677,5429,4127,123,21,1109,19,30,248,228,29,31,138,6,3,10,5,0,0,2,0,1,3,0,0,17,9,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023401,53033023401,"Census Tract 234.01, King County, Washington",3546,339,3207,3062,2038,106,18,886,5,9,145,141,28,11,85,0,2,2,5,0,1,2,0,0,2,3,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023403,53033023403,"Census Tract 234.03, King County, Washington",3888,129,3759,3627,2953,62,24,582,3,3,132,114,13,19,72,2,1,3,0,0,0,3,0,0,0,1,0,17,6,7,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023404,53033023404,"Census Tract 234.04, King County, Washington",3321,119,3202,3100,2695,27,6,356,8,8,102,93,11,17,58,0,1,1,1,0,0,3,0,0,1,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023500,53033023500,"Census Tract 235, King County, Washington",3667,167,3500,3355,2554,63,11,711,5,11,145,138,24,16,76,7,0,0,1,0,0,0,0,0,3,11,0,7,2,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023601,53033023601,"Census Tract 236.01, King County, Washington",3812,200,3612,3502,2438,102,12,931,6,13,110,99,9,18,58,4,1,0,1,0,0,0,0,0,4,4,0,11,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023603,53033023603,"Census Tract 236.03, King County, Washington",5963,977,4986,4796,2304,259,19,2182,16,16,190,174,38,17,83,2,1,0,8,3,0,1,0,0,1,20,0,16,7,1,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023604,53033023604,"Census Tract 236.04, King County, Washington",5838,1020,4818,4592,2959,192,26,1383,9,23,226,210,40,18,101,6,3,6,9,0,3,3,0,0,5,16,0,15,9,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023700,53033023700,"Census Tract 237, King County, Washington",3971,134,3837,3690,2981,55,7,624,4,19,147,131,10,15,90,7,0,2,3,1,0,2,0,0,1,0,0,15,4,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023801,53033023801,"Census Tract 238.01, King County, Washington",2536,201,2335,2256,1677,71,9,485,2,12,79,74,13,6,42,0,0,3,2,0,0,0,0,0,4,4,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023803,53033023803,"Census Tract 238.03, King County, Washington",3501,136,3365,3277,2048,96,2,1114,3,14,88,78,8,7,41,3,9,1,1,0,0,0,0,0,5,3,0,10,1,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023804,53033023804,"Census Tract 238.04, King County, Washington",3646,183,3463,3371,1979,75,14,1277,13,13,92,83,10,6,47,1,4,2,0,0,1,0,1,0,5,6,0,9,0,2,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033023900,53033023900,"Census Tract 239, King County, Washington",6924,340,6584,6364,5276,129,5,938,11,5,220,197,25,21,126,2,2,1,7,0,0,0,0,0,9,3,1,23,5,3,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033024000,53033024000,"Census Tract 240, King County, Washington",7612,274,7338,7077,5199,137,26,1681,8,26,261,240,25,23,157,10,3,2,7,0,0,0,0,0,1,11,1,18,3,0,0,0,3,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033024100,53033024100,"Census Tract 241, King County, Washington",4379,87,4292,4168,3629,24,10,492,0,13,124,121,3,6,97,2,4,1,0,0,0,0,0,0,7,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033024200,53033024200,"Census Tract 242, King County, Washington",2953,76,2877,2775,2405,9,7,347,2,5,102,100,10,9,69,7,0,0,0,0,0,3,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033024300,53033024300,"Census Tract 243, King County, Washington",7255,208,7047,6777,5262,121,6,1354,14,20,270,248,26,16,172,1,7,1,6,0,2,5,0,0,10,2,0,22,2,4,0,0,0,0,0,10,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033024400,53033024400,"Census Tract 244, King County, Washington",2885,115,2770,2666,2046,33,8,570,7,2,104,93,14,11,62,3,0,0,0,0,0,2,0,0,0,0,1,11,5,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033024500,53033024500,"Census Tract 245, King County, Washington",4595,127,4468,4303,3543,60,15,673,1,11,165,147,8,19,110,6,0,0,1,0,0,0,0,0,1,2,0,18,3,3,0,0,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033024601,53033024601,"Census Tract 246.01, King County, Washington",4302,98,4204,4081,3480,33,7,545,2,14,123,120,13,8,86,5,1,0,2,0,0,1,0,0,4,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033024602,53033024602,"Census Tract 246.02, King County, Washington",3662,86,3576,3433,2924,35,4,456,1,13,143,139,5,8,111,2,1,0,4,0,0,1,0,0,7,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033024701,53033024701,"Census Tract 247.01, King County, Washington",3598,157,3441,3284,2272,68,13,907,17,7,157,128,23,19,70,5,3,0,1,1,0,0,0,0,6,0,0,29,6,2,0,0,1,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033024702,53033024702,"Census Tract 247.02, King County, Washington",7058,278,6780,6540,4657,179,25,1651,14,14,240,207,33,17,120,11,7,4,4,0,0,1,0,0,8,2,0,27,9,5,2,1,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53033024800,53033024800,"Census Tract 248, King County, Washington",5668,347,5321,5094,2944,156,10,1931,28,25,227,212,31,25,129,5,2,3,5,2,0,0,0,0,9,1,0,14,4,2,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033024901,53033024901,"Census Tract 249.01, King County, Washington",5017,100,4917,4747,2774,55,4,1897,3,14,170,164,9,8,129,0,1,0,7,1,0,0,0,0,5,4,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
1400000US53033024902,53033024902,"Census Tract 249.02, King County, Washington",3795,118,3677,3525,2386,72,5,1044,12,6,152,136,18,11,90,2,1,2,2,0,0,1,0,1,5,3,0,15,4,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033024903,53033024903,"Census Tract 249.03, King County, Washington",6864,143,6721,6473,3766,90,20,2562,6,29,248,240,12,10,198,0,3,0,2,0,0,1,0,0,1,13,0,8,0,1,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025001,53033025001,"Census Tract 250.01, King County, Washington",4635,164,4471,4269,3165,66,6,1007,16,9,202,181,33,16,115,10,0,1,4,0,0,1,0,0,0,1,0,18,6,3,0,0,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025003,53033025003,"Census Tract 250.03, King County, Washington",6817,252,6565,6314,4525,91,14,1671,2,11,251,235,28,23,161,0,0,0,5,1,0,0,0,0,10,7,0,16,5,3,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025005,53033025005,"Census Tract 250.05, King County, Washington",4645,206,4439,4198,2738,117,12,1300,15,16,241,223,26,18,149,5,0,2,12,0,0,1,0,0,7,3,0,17,8,5,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025006,53033025006,"Census Tract 250.06, King County, Washington",5088,238,4850,4680,3530,68,29,1048,1,4,170,165,17,15,107,5,6,1,3,0,0,5,0,0,4,2,0,5,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025101,53033025101,"Census Tract 251.01, King County, Washington",5797,1274,4523,4339,3071,246,27,951,39,5,184,163,46,23,66,13,0,5,7,0,0,1,0,0,2,0,0,20,7,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025102,53033025102,"Census Tract 251.02, King County, Washington",7456,602,6854,6519,3651,362,37,2401,45,23,335,300,66,39,138,4,6,1,7,0,0,8,0,0,21,10,0,35,6,9,6,1,6,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025200,53033025200,"Census Tract 252, King County, Washington",7929,977,6952,6598,4527,470,47,1486,42,26,354,321,79,36,151,11,9,8,9,0,0,4,0,0,4,9,1,33,10,12,0,2,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025301,53033025301,"Census Tract 253.01, King County, Washington",5004,427,4577,4348,3372,330,31,600,11,4,229,197,52,31,75,7,2,8,8,1,0,0,2,0,9,2,0,26,7,0,1,0,6,0,0,9,1,0,0,1,0,0,0,0,1,0,0,0,6,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025302,53033025302,"Census Tract 253.02, King County, Washington",4366,500,3866,3684,2312,662,44,633,27,6,182,166,48,40,39,1,0,17,3,4,0,3,2,0,7,2,0,15,8,2,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025400,53033025400,"Census Tract 254, King County, Washington",6925,1592,5333,4962,3121,826,44,925,34,12,371,304,106,54,80,8,5,11,11,9,1,4,0,0,6,9,0,54,21,15,4,2,2,0,0,2,2,0,2,0,0,4,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,10,8,2,0,0,0,0,0,0
1400000US53033025500,53033025500,"Census Tract 255, King County, Washington",4841,1243,3598,3397,2145,372,15,830,20,15,201,187,45,22,75,0,2,0,22,0,0,1,0,0,14,6,0,14,3,6,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025601,53033025601,"Census Tract 256.01, King County, Washington",4941,684,4257,4053,2198,362,10,1451,30,2,204,181,34,17,78,11,3,5,8,0,3,1,0,0,12,6,3,22,7,4,0,0,1,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025602,53033025602,"Census Tract 256.02, King County, Washington",5474,343,5131,4913,3457,132,29,1278,10,7,218,196,27,37,96,1,6,5,7,0,0,0,0,0,11,2,4,21,2,4,1,0,4,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53033025701,53033025701,"Census Tract 257.01, King County, Washington",5545,539,5006,4726,3178,721,26,774,21,6,280,241,80,36,70,12,8,7,15,3,0,2,1,0,3,4,0,39,19,2,2,0,3,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025702,53033025702,"Census Tract 257.02, King County, Washington",3495,250,3245,3086,2083,281,11,668,37,6,159,145,44,23,57,2,0,5,2,1,0,2,0,0,4,5,0,13,4,4,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025803,53033025803,"Census Tract 258.03, King County, Washington",4676,731,3945,3657,2173,844,25,557,54,4,288,235,69,30,70,9,1,15,18,5,3,7,0,0,4,4,0,48,17,9,3,1,8,0,0,3,0,0,6,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
1400000US53033025804,53033025804,"Census Tract 258.04, King County, Washington",3714,567,3147,2956,2166,270,17,470,25,8,191,173,58,28,47,10,3,6,2,1,1,5,1,0,9,2,0,17,4,7,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025805,53033025805,"Census Tract 258.05, King County, Washington",4551,574,3977,3767,2180,637,24,863,58,5,210,191,50,22,56,5,2,9,24,1,3,5,0,0,13,1,0,18,9,1,0,1,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033025806,53033025806,"Census Tract 258.06, King County, Washington",4954,468,4486,4198,1820,679,34,1579,75,11,288,257,78,17,103,5,3,9,13,2,2,5,0,0,14,2,4,30,15,3,1,0,6,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033026001,53033026001,"Census Tract 260.01, King County, Washington",5274,370,4904,4594,1866,1313,28,1332,31,24,310,265,91,32,87,1,0,11,16,3,6,5,1,0,8,3,1,39,6,15,1,1,9,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033026002,53033026002,"Census Tract 260.02, King County, Washington",7911,881,7030,6572,2121,2602,36,1732,73,8,458,388,154,25,57,9,5,45,29,24,7,11,0,2,15,4,1,65,16,19,3,0,5,2,0,7,0,0,8,0,2,1,0,0,0,0,0,2,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033026100,53033026100,"Census Tract 261, King County, Washington",6712,617,6095,5717,1490,2106,43,1987,71,20,378,327,109,32,56,7,0,21,28,10,4,9,0,0,23,28,0,45,25,6,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033026200,53033026200,"Census Tract 262, King County, Washington",4998,827,4171,3886,2074,833,35,787,143,14,285,242,41,44,64,15,5,11,22,12,1,9,2,0,5,11,0,40,13,5,1,0,9,1,1,6,1,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033026300,53033026300,"Census Tract 263, King County, Washington",1626,175,1451,1389,568,262,19,513,26,1,62,50,21,13,6,0,4,0,0,0,0,0,0,0,5,0,1,11,8,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033026400,53033026400,"Census Tract 264, King County, Washington",5745,1493,4252,3994,2218,878,79,666,132,21,258,219,56,43,57,10,0,21,17,1,2,3,0,2,3,3,1,33,15,1,0,0,10,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033026500,53033026500,"Census Tract 265, King County, Washington",3459,554,2905,2740,1209,435,55,993,48,0,165,147,27,35,31,16,0,1,7,0,3,5,0,0,21,1,0,15,3,4,0,0,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033026600,53033026600,"Census Tract 266, King County, Washington",2306,434,1872,1761,1031,164,18,510,33,5,111,99,22,16,31,10,0,1,3,6,0,1,1,0,4,4,0,12,4,2,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033026700,53033026700,"Census Tract 267, King County, Washington",5472,824,4648,4415,3312,237,50,715,87,14,233,206,36,44,92,16,1,8,6,1,0,2,0,0,0,0,0,25,11,0,0,0,6,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53033026801,53033026801,"Census Tract 268.01, King County, Washington",5385,1601,3784,3554,1810,442,86,1084,123,9,230,211,50,37,60,22,3,6,5,1,2,2,1,0,8,14,0,18,10,3,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033026802,53033026802,"Census Tract 268.02, King County, Washington",4906,1232,3674,3469,1720,393,37,1226,87,6,205,180,45,42,48,6,0,8,11,0,2,2,1,0,6,6,3,23,6,1,2,0,9,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033027000,53033027000,"Census Tract 270, King County, Washington",3489,786,2703,2555,1576,196,56,623,101,3,148,126,38,24,27,9,1,3,1,1,1,2,1,0,4,1,13,18,4,1,0,0,6,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033027100,53033027100,"Census Tract 271, King County, Washington",3431,903,2528,2371,1363,414,28,472,93,1,157,140,48,27,44,3,1,6,5,0,0,1,0,0,4,1,0,16,1,5,2,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033027200,53033027200,"Census Tract 272, King County, Washington",2558,498,2060,1955,1018,293,23,529,78,14,105,98,20,5,14,5,1,5,9,6,0,4,0,1,10,18,0,7,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033027300,53033027300,"Census Tract 273, King County, Washington",6327,1571,4756,4481,2409,755,65,1111,127,14,275,251,37,43,75,10,14,20,11,1,8,7,3,0,13,9,0,24,3,8,2,0,5,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033027400,53033027400,"Census Tract 274, King County, Washington",5421,1203,4218,3987,2472,221,58,1094,118,24,231,187,40,51,46,11,3,5,11,1,0,2,0,0,15,2,0,39,14,0,4,0,5,2,0,9,1,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
