GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1600000US5307395,5307395,"Bothell West CDP, Washington",20472,945,18687,979,13260,882,348,236,91,61,3377,488,6,9,33,43,1572,363,7,11,1565,362,1785,483,886,305,0,22,32,49,0,22,0,22,663,421,204,133,69,61,135,111
1600000US5307397,5307397,"Boulevard Park CDP, Washington",3916,561,3056,480,1613,371,449,206,32,33,507,280,0,12,0,12,455,276,0,12,455,276,860,349,334,217,0,12,20,33,0,12,0,12,351,195,155,201,115,197,40,46
1600000US5307485,5307485,"Boyds CDP, Washington",76,59,48,57,14,37,0,12,34,44,0,12,0,12,0,12,0,12,0,12,0,12,28,41,28,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5307590,5307590,"Brady CDP, Washington",360,194,360,194,335,190,0,12,0,12,25,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5307695,5307695,"Bremerton city, Washington",39584,71,36104,588,28038,770,2245,482,257,94,2031,339,265,133,70,70,3198,546,51,45,3147,545,3480,584,1644,310,10,15,214,187,20,18,0,25,1191,501,401,200,250,171,151,93
1600000US5307835,5307835,"Brewster city, Washington",2460,511,721,293,670,278,37,61,9,11,5,9,0,12,0,12,0,12,0,12,0,12,1739,422,545,247,0,12,18,15,0,12,0,12,1176,394,0,12,0,12,0,12
1600000US5307870,5307870,"Bridgeport city, Washington",2493,18,455,213,410,213,0,12,31,31,0,12,0,12,0,12,14,21,0,12,14,21,2038,216,146,62,0,12,0,12,27,35,0,12,1719,230,146,132,64,75,82,96
1600000US5307940,5307940,"Brier city, Washington",6697,34,6298,206,5425,279,73,59,0,17,439,154,16,25,9,16,336,121,0,17,336,121,399,203,140,122,0,17,12,19,0,17,0,17,172,107,75,69,75,69,0,17
1600000US5308080,5308080,"Brinnon CDP, Washington",703,127,685,126,678,125,0,12,0,12,4,6,0,12,0,12,3,4,0,12,3,4,18,27,10,15,0,12,0,12,0,12,0,12,0,12,8,13,0,12,8,13
1600000US5308325,5308325,"Browns Point CDP, Washington",1122,169,1031,122,915,95,12,12,4,6,20,15,16,13,0,12,64,63,0,12,64,63,91,90,33,34,0,12,0,12,0,12,0,12,45,68,13,17,10,16,3,6
1600000US5308465,5308465,"Brush Prairie CDP, Washington",2783,628,2537,582,2403,593,23,26,0,12,9,14,0,12,9,14,93,70,0,12,93,70,246,216,237,212,0,12,0,12,0,12,0,12,9,13,0,12,0,12,0,12
1600000US5308500,5308500,"Bryant CDP, Washington",1990,541,1858,554,1774,532,30,36,0,12,0,12,0,12,0,12,54,89,0,12,54,89,132,181,18,29,0,12,0,12,0,12,0,12,26,41,88,137,88,137,0,12
1600000US5308552,5308552,"Bryn Mawr-Skyway CDP, Washington",18365,1404,16471,1155,4744,513,4322,899,44,41,5984,760,73,115,28,44,1276,516,27,30,1249,516,1894,732,496,304,27,37,24,37,1,3,0,19,1167,781,179,172,134,155,45,71
1600000US5308570,5308570,"Buckley city, Washington",4593,34,4559,55,4295,175,34,39,0,12,47,33,9,16,0,12,174,148,0,12,174,148,34,45,27,39,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12
1600000US5308605,5308605,"Bucoda town, Washington",588,151,562,135,554,134,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,26,35,26,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5308640,5308640,"Buena CDP, Washington",1345,675,145,139,145,139,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1200,690,565,363,0,12,0,12,0,12,0,12,635,669,0,12,0,12,0,12
1600000US5308770,5308770,"Bunk Foss CDP, Washington",3604,362,3347,391,3111,375,21,26,0,12,73,52,0,12,0,12,142,78,7,12,135,76,257,179,198,140,0,12,0,12,0,12,0,12,56,68,3,5,0,12,3,5
1600000US5308780,5308780,"Burbank CDP, Washington",3398,406,2925,351,2873,343,21,31,31,40,0,12,0,12,0,12,0,12,0,12,0,12,473,299,267,217,0,12,0,12,0,12,0,12,196,229,10,15,0,12,10,15
1600000US5308850,5308850,"Burien city, Washington",50729,74,38387,1241,25491,1269,3496,711,351,176,6180,895,671,347,20,17,2178,540,55,44,2123,535,12342,1232,5958,1115,103,124,259,207,22,24,11,18,4950,1099,1039,367,320,143,719,327
1600000US5308885,5308885,"Burley CDP, Washington",1941,317,1902,325,1631,307,18,27,66,95,0,12,125,152,0,12,62,55,0,12,62,55,39,57,12,18,0,12,0,12,0,12,0,12,27,40,0,12,0,12,0,12
1600000US5308920,5308920,"Burlington city, Washington",8590,35,6259,467,5726,451,95,69,59,57,131,106,93,103,20,34,135,80,0,17,135,80,2331,465,911,403,9,14,0,17,23,23,0,17,1240,454,148,114,65,72,83,88
1600000US5309365,5309365,"Camano CDP, Washington",15989,572,15115,550,14548,561,33,36,61,41,246,114,23,26,16,24,188,86,0,19,188,86,874,311,459,210,0,19,57,54,0,19,0,19,168,142,190,182,123,167,67,78
1600000US5309480,5309480,"Camas city, Washington",22086,65,20986,352,18178,468,284,292,169,114,1652,231,0,22,0,22,703,192,0,22,703,192,1100,346,706,236,0,22,16,26,25,28,0,22,199,226,154,117,44,50,110,110
1600000US5309810,5309810,"Canterwood CDP, Washington",3220,457,3011,432,2653,442,24,37,0,12,297,152,0,12,0,12,37,69,0,12,37,69,209,142,169,106,0,12,0,12,0,12,0,12,40,68,0,12,0,12,0,12
1600000US5309820,5309820,"Canyon Creek CDP, Washington",3319,643,3232,636,3080,621,30,36,0,12,12,19,0,12,0,12,110,75,0,12,110,75,87,54,52,40,0,12,0,12,0,12,0,12,0,12,35,39,23,35,12,19
1600000US5309970,5309970,"Carbonado town, Washington",666,112,619,113,613,113,0,12,3,7,0,12,0,12,0,12,3,4,0,12,3,4,47,50,47,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5310075,5310075,"Carlsborg CDP, Washington",762,398,748,396,748,396,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,24,14,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5310215,5310215,"Carnation city, Washington",1808,270,1528,222,1398,219,10,11,0,12,60,57,6,7,0,12,54,40,0,12,54,40,280,176,276,176,0,12,0,12,0,12,0,12,0,12,4,6,0,12,4,6
1600000US5310320,5310320,"Carson CDP, Washington",2688,265,2381,243,2203,235,0,12,173,61,0,12,0,12,0,12,5,9,5,9,0,12,307,110,258,125,0,12,0,12,0,12,0,12,49,71,0,12,0,12,0,12
1600000US5310455,5310455,"Cascade Valley CDP, Washington",1797,430,1328,309,1271,299,19,34,0,12,16,24,0,12,0,12,22,40,0,12,22,40,469,341,198,188,0,12,0,12,0,12,0,12,255,282,16,25,16,25,0,12
1600000US5310495,5310495,"Cashmere city, Washington",3140,21,2444,209,2359,206,8,17,17,28,46,56,0,12,0,12,14,22,0,12,14,22,696,210,532,223,0,12,0,12,0,12,0,12,164,129,0,12,0,12,0,12
1600000US5310565,5310565,"Castle Rock city, Washington",2899,533,2780,533,2421,465,0,12,16,26,31,47,0,12,0,12,312,186,0,12,312,186,119,95,88,94,0,12,6,11,0,12,0,12,25,33,0,12,0,12,0,12
1600000US5310600,5310600,"Cathcart CDP, Washington",2506,437,2506,437,2258,361,46,74,0,12,49,78,0,12,0,12,153,167,0,12,153,167,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5310635,5310635,"Cathlamet town, Washington",775,162,581,157,542,145,8,11,14,18,13,21,1,4,0,12,3,5,0,12,3,5,194,66,132,79,0,12,0,12,0,12,0,12,42,46,20,39,16,31,4,9
1600000US5310645,5310645,"Cavalero CDP, Washington",5284,579,5091,584,4677,532,10,16,7,11,54,44,0,17,36,58,307,136,31,38,276,131,193,154,156,135,0,17,0,17,0,17,0,17,0,17,37,52,0,17,37,52
1600000US5311090,5311090,"Centerville CDP, Washington",109,38,109,38,109,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5311160,5311160,"Centralia city, Washington",16771,32,13818,444,12999,488,17,18,71,46,168,130,30,44,0,19,533,179,11,16,522,179,2953,445,2353,567,0,19,0,19,0,19,0,19,193,165,407,289,171,140,236,243
1600000US5311195,5311195,"Central Park CDP, Washington",2741,324,2537,289,2435,283,1,5,28,40,34,54,0,12,11,17,28,27,0,12,28,27,204,172,183,172,0,12,21,33,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5311325,5311325,"Chain Lake CDP, Washington",4280,580,4205,579,3827,543,0,12,88,91,11,18,19,29,38,39,222,118,65,94,157,84,75,76,75,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5311475,5311475,"Chehalis city, Washington",7337,30,6448,373,5767,432,262,157,23,27,28,28,0,17,0,17,368,143,0,17,368,143,889,373,631,358,38,45,5,10,0,17,0,17,214,125,1,2,0,17,1,2
1600000US5311615,5311615,"Chelan city, Washington",4012,25,2505,462,2505,462,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1507,458,1226,469,0,12,0,12,0,12,0,12,281,368,0,12,0,12,0,12
1600000US5311685,5311685,"Chelan Falls CDP, Washington",86,100,86,100,86,100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5311825,5311825,"Cheney city, Washington",11735,55,10588,240,9057,363,550,218,134,90,378,178,43,42,0,19,426,170,7,12,419,168,1147,232,841,196,15,18,8,13,0,19,0,19,181,71,102,69,68,58,34,31
1600000US5312015,5312015,"Cherry Grove CDP, Washington",689,371,584,332,582,332,0,12,0,12,1,2,1,2,0,12,0,12,0,12,0,12,105,166,105,166,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5312140,5312140,"Chewelah city, Washington",2601,26,2554,62,2289,133,77,81,0,12,34,40,0,12,0,12,154,78,0,12,154,78,47,53,47,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5312175,5312175,"Chico CDP, Washington",2635,360,2454,334,1785,307,9,17,28,46,447,172,0,12,0,12,185,104,0,12,185,104,181,119,72,70,0,12,0,12,0,12,19,30,80,89,10,17,0,12,10,17
1600000US5312315,5312315,"Chinook CDP, Washington",300,197,260,178,260,178,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,56,40,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5312525,5312525,"Clallam Bay CDP, Washington",366,124,312,120,264,123,0,12,43,51,0,12,0,12,0,12,5,8,0,12,5,8,54,51,37,42,0,12,0,12,0,12,0,12,17,28,0,12,0,12,0,12
1600000US5312630,5312630,"Clarkston city, Washington",7344,19,6878,203,6600,216,0,17,52,73,54,34,3,7,0,17,169,75,0,17,169,75,466,202,226,185,7,10,158,191,0,17,0,17,55,42,20,27,13,22,7,10
1600000US5312680,5312680,"Clarkston Heights-Vineland CDP, Washington",6453,558,6318,562,5952,545,7,14,119,121,141,66,21,30,0,17,78,67,0,17,78,67,135,116,46,53,0,17,12,19,0,17,0,17,28,51,49,56,34,48,15,26
1600000US5312735,5312735,"Clayton CDP, Washington",361,237,343,240,330,232,0,12,13,16,0,12,0,12,0,12,0,12,0,12,0,12,18,25,18,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5312820,5312820,"Clear Lake CDP (Pierce County), Washington",889,208,862,209,783,191,0,12,12,20,0,12,14,21,0,12,53,60,0,12,53,60,27,28,26,28,0,12,0,12,0,12,0,12,1,3,0,12,0,12,0,12
1600000US5312840,5312840,"Clear Lake CDP (Skagit County), Washington",990,155,980,153,980,153,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5312875,5312875,"Clearview CDP, Washington",3907,409,3594,401,3303,394,0,12,0,12,221,121,0,12,0,12,70,56,0,12,70,56,313,209,265,191,0,12,0,12,0,12,0,12,48,75,0,12,0,12,0,12
1600000US5312945,5312945,"Cle Elum city, Washington",2741,391,2565,354,2423,371,0,12,0,12,9,16,0,12,19,32,114,74,0,12,114,74,176,126,17,19,0,12,0,12,0,12,0,12,140,122,19,27,0,12,19,27
1600000US5313015,5313015,"Cliffdell CDP, Washington",80,83,80,83,78,83,0,12,1,3,0,12,0,12,0,12,1,3,0,12,1,3,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5313155,5313155,"Clinton CDP, Washington",811,210,755,219,739,218,1,3,0,12,0,12,0,12,0,12,15,20,0,12,15,20,56,59,53,60,0,12,0,12,0,12,0,12,3,3,0,12,0,12,0,12
1600000US5313215,5313215,"Clover Creek CDP, Washington",6831,843,6103,778,4836,650,147,123,66,60,321,141,128,139,0,17,605,311,0,17,605,311,728,310,427,250,12,19,7,13,0,17,0,17,265,276,17,27,17,27,0,17
1600000US5313365,5313365,"Clyde Hill city, Washington",3231,25,3169,39,2455,105,28,29,0,12,555,89,0,12,0,12,131,62,0,12,131,62,62,30,48,27,0,12,8,10,6,8,0,12,0,12,0,12,0,12,0,12
1600000US5313595,5313595,"Cohassett Beach CDP, Washington",712,340,580,294,565,300,0,12,0,12,0,12,0,12,0,12,15,25,0,12,15,25,132,205,132,205,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5313785,5313785,"Colfax city, Washington",2853,16,2801,39,2703,79,36,48,6,10,35,36,0,12,0,12,21,31,0,12,21,31,52,38,43,36,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12
1600000US5313855,5313855,"College Place city, Washington",9041,32,7482,509,6987,502,71,90,58,94,96,57,18,24,12,24,240,133,0,17,240,133,1559,512,695,303,0,17,4,8,0,17,0,17,829,495,31,35,22,28,9,17
1600000US5313890,5313890,"Colton town, Washington",386,80,383,81,366,78,0,12,0,12,2,5,0,12,0,12,15,21,0,12,15,21,3,5,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5314170,5314170,"Colville city, Washington",4697,25,4371,139,4045,164,16,27,0,12,106,75,0,12,0,12,204,77,0,12,204,77,326,134,221,119,0,12,0,12,0,12,0,12,94,83,11,22,0,12,11,22
1600000US5314310,5314310,"Conconully town, Washington",220,59,208,53,203,52,0,12,0,12,2,3,0,12,0,12,3,5,0,12,3,5,12,18,2,3,0,12,0,12,0,12,0,12,10,18,0,12,0,12,0,12
1600000US5314380,5314380,"Concrete town, Washington",837,159,821,162,733,148,0,12,39,51,9,11,6,11,0,12,34,31,0,12,34,31,16,21,16,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5314485,5314485,"Connell city, Washington",5447,13,3056,373,2295,374,323,140,99,52,190,128,26,24,0,17,123,47,0,17,123,47,2391,375,1266,442,0,17,16,25,0,17,0,17,1086,362,23,27,23,27,0,17
1600000US5314520,5314520,"Conway CDP, Washington",11,17,11,17,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5314660,5314660,"Copalis Beach CDP, Washington",559,267,546,266,456,279,4,10,67,66,14,23,0,12,0,12,5,12,0,12,5,12,13,22,13,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5314870,5314870,"Cosmopolis city, Washington",1593,309,1485,270,1365,267,9,19,30,33,3,6,0,12,0,12,78,76,0,12,78,76,108,92,93,87,0,12,15,23,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5314940,5314940,"Cottage Lake CDP, Washington",23941,761,22826,809,19758,727,254,167,0,22,1574,242,84,73,13,24,1143,321,8,13,1135,321,1115,465,800,311,0,22,0,22,28,32,0,22,161,133,126,179,109,175,17,30
1600000US5315080,5315080,"Coulee City town, Washington",595,161,588,161,588,161,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,10,7,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5315115,5315115,"Coulee Dam town, Washington",1386,135,1300,132,692,89,0,12,486,117,10,11,0,12,0,12,112,56,0,12,112,56,86,53,31,36,0,12,22,32,0,12,0,12,10,16,23,17,4,5,19,16
1600000US5315150,5315150,"Country Homes CDP, Washington",5730,347,5432,364,4906,335,41,29,66,42,105,61,18,24,0,17,296,107,0,17,296,107,298,104,207,95,0,17,5,7,26,26,0,17,45,37,15,13,9,9,6,9
1600000US5315185,5315185,"Coupeville town, Washington",1916,299,1591,236,1464,214,3,5,0,12,67,45,7,9,0,12,50,45,0,12,50,45,325,201,289,201,9,20,7,9,0,12,0,12,20,28,0,12,0,12,0,12
1600000US5315290,5315290,"Covington city, Washington",19918,46,18495,504,14090,560,1044,343,19,31,2137,302,43,50,0,19,1162,361,0,19,1162,361,1423,499,713,408,12,19,36,58,17,27,22,35,506,376,117,95,35,44,82,84
1600000US5315325,5315325,"Cowiche CDP, Washington",960,643,297,380,32,51,0,12,0,12,0,12,0,12,0,12,265,371,0,12,265,371,663,603,322,262,0,12,0,12,0,12,0,12,341,518,0,12,0,12,0,12
1600000US5315710,5315710,"Creston town, Washington",297,92,296,91,280,88,0,12,8,9,0,12,1,2,0,12,7,7,0,12,7,7,1,2,0,12,0,12,1,2,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5315780,5315780,"Crocker CDP, Washington",1332,374,1192,339,1155,340,0,12,0,12,0,12,0,12,0,12,37,42,0,12,37,42,140,130,123,129,0,12,0,12,0,12,0,12,0,12,17,26,17,26,0,12
1600000US5316165,5316165,"Curlew CDP, Washington",149,93,149,93,119,70,0,12,0,12,0,12,0,12,0,12,30,30,0,12,30,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5316170,5316170,"Curlew Lake CDP, Washington",573,191,573,191,554,186,0,12,0,12,0,12,0,12,0,12,19,25,0,12,19,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5316340,5316340,"Cusick town, Washington",84,43,79,41,79,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,7,2,4,0,12,3,5,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5316375,5316375,"Custer CDP, Washington",149,114,149,114,149,114,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5316550,5316550,"Dallesport CDP, Washington",1739,479,1739,479,1593,479,0,12,0,12,27,23,0,12,0,12,119,51,0,12,119,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5316585,5316585,"Danville CDP, Washington",19,22,19,22,8,14,0,12,0,12,0,12,0,12,0,12,11,17,0,12,11,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5316690,5316690,"Darrington town, Washington",1405,253,1395,253,1216,239,30,32,22,21,0,12,0,12,24,37,103,58,0,12,103,58,10,17,0,12,0,12,0,12,0,12,0,12,10,17,0,12,0,12,0,12
1600000US5316760,5316760,"Dash Point CDP, Washington",1007,138,985,133,804,125,5,6,20,24,91,50,0,12,0,12,65,37,0,12,65,37,22,20,14,15,0,12,0,12,0,12,0,12,0,12,8,12,3,5,5,8
1600000US5316795,5316795,"Davenport city, Washington",1615,140,1572,142,1538,144,2,4,6,12,5,7,3,5,0,12,18,18,0,12,18,18,43,31,43,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5316970,5316970,"Dayton city, Washington",2720,211,2454,208,2281,195,21,21,15,34,99,86,0,12,0,12,38,33,0,12,38,33,266,35,142,81,0,12,0,12,0,12,0,12,89,101,35,49,35,49,0,12
1600000US5317215,5317215,"Deep River CDP, Washington",151,65,151,65,147,62,0,12,0,12,0,12,0,12,0,12,4,7,0,12,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5317320,5317320,"Deer Park city, Washington",3941,40,3696,185,3558,207,19,29,49,44,0,12,6,12,0,12,64,54,0,12,64,54,245,178,148,148,0,12,8,13,0,12,21,35,46,51,22,29,16,26,6,11
1600000US5317495,5317495,"Deming CDP, Washington",240,245,240,245,240,245,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5317617,5317617,"Desert Aire CDP, Washington",2872,983,761,310,718,307,0,12,0,12,0,12,0,12,0,12,43,65,0,12,43,65,2111,968,1013,726,0,12,0,12,0,12,0,12,1098,941,0,12,0,12,0,12
1600000US5317635,5317635,"Des Moines city, Washington",31080,49,25410,892,16540,866,2070,512,123,87,3897,835,922,408,33,39,1825,459,0,25,1825,459,5670,891,1726,592,0,25,31,38,0,25,0,25,3378,787,535,199,249,137,286,188
1600000US5317880,5317880,"Disautel CDP, Washington",22,28,22,28,6,11,0,12,16,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5318055,5318055,"Dixie CDP, Washington",256,70,256,70,249,66,0,12,0,12,0,12,0,12,0,12,7,12,0,12,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5318198,5318198,"Dollars Corner CDP, Washington",745,243,745,243,613,223,32,43,17,21,14,21,65,89,0,12,4,7,0,12,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5318265,5318265,"Donald CDP, Washington",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5318775,5318775,"Duluth CDP, Washington",1379,426,1363,434,1321,431,0,12,0,12,22,34,0,12,0,12,20,30,0,12,20,30,16,40,0,12,0,12,0,12,0,12,0,12,16,40,0,12,0,12,0,12
1600000US5318965,5318965,"DuPont city, Washington",9303,21,8582,345,6386,584,1158,460,0,17,381,183,167,134,0,17,490,220,0,17,490,220,721,348,534,309,112,128,0,17,0,17,0,17,21,34,54,76,0,17,54,76
1600000US5319035,5319035,"Duvall city, Washington",7683,44,7166,359,6494,425,222,289,0,17,198,120,0,17,0,17,252,175,0,17,252,175,517,351,458,350,0,17,0,17,0,17,0,17,59,71,0,17,0,17,0,17
1600000US5319290,5319290,"East Cathlamet CDP, Washington",503,164,503,164,468,172,0,12,35,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5319630,5319630,"Eastmont CDP, Washington",21951,1058,19932,817,15791,746,436,198,41,38,2467,530,62,79,12,20,1123,336,35,43,1088,335,2019,889,1702,868,10,15,0,22,9,14,0,22,172,115,126,124,30,36,96,124
1600000US5319700,5319700,"Easton CDP, Washington",395,196,385,195,385,195,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5319770,5319770,"East Port Orchard CDP, Washington",5334,598,4625,596,3830,523,108,117,79,67,151,101,26,41,0,17,431,228,0,17,431,228,709,263,258,184,0,17,0,17,0,17,125,161,0,17,326,233,150,123,176,131
1600000US5319857,5319857,"East Renton Highlands CDP, Washington",11401,731,10539,744,8962,650,130,111,27,33,901,344,0,19,0,19,519,197,0,19,519,197,862,324,296,158,0,19,0,19,0,19,0,19,316,222,250,186,179,158,71,88
1600000US5320155,5320155,"East Wenatchee city, Washington",13624,33,9446,479,8675,520,39,30,74,64,112,72,28,31,0,19,518,207,153,175,365,157,4178,476,764,305,36,45,41,48,6,10,0,19,3010,533,321,151,189,119,132,83
1600000US5320260,5320260,"Eatonville town, Washington",2900,18,2687,146,2488,194,0,12,0,12,31,37,0,12,0,12,168,125,0,12,168,125,213,145,112,112,5,8,0,12,0,12,12,18,62,74,22,27,8,13,14,23
1600000US5320645,5320645,"Edgewood city, Washington",10165,23,9370,395,8280,476,6,8,284,264,333,227,0,19,0,19,467,278,0,19,467,278,795,394,395,217,0,19,54,57,0,19,0,19,109,96,237,237,55,72,182,181
1600000US5320680,5320680,"Edison CDP, Washington",156,151,156,151,156,151,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1600000US5320750,5320750,"Edmonds city, Washington",41309,111,39110,578,32705,835,442,202,185,93,3511,538,220,184,35,37,2012,476,0,25,2012,476,2199,579,1226,355,0,25,0,25,7,11,0,25,783,398,183,122,173,120,10,15
