GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25,VD26,VD27,VD28,VD29,VD30,VD31,VD32,VD33,VD34,VD35,VD36,VD37,VD38,VD39,VD40,VD41,VD42,VD43,VD44,VD45,VD46,VD47,VD48,VD49,VD50,VD51,VD52,VD53,VD54,VD55,VD56,VD57,VD58,VD59,VD60,VD61,VD62,VD63,VD64,VD65,VD66,VD67,VD68,VD69,VD70,VD71
1400000US53053073113,53053073113,"Census Tract 731.13, Pierce County, Washington",3677,3533,3247,70,48,85,30,53,144,132,15,46,35,5,15,3,2,0,0,1,0,1,5,3,1,12,4,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53053073114,53053073114,"Census Tract 731.14, Pierce County, Washington",5659,5319,4512,316,94,212,108,77,340,319,54,61,101,31,33,6,7,1,8,2,2,1,8,4,0,20,3,2,1,0,0,3,4,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53053073115,53053073115,"Census Tract 731.15, Pierce County, Washington",4422,4206,3836,118,52,86,48,66,216,201,27,65,57,8,16,4,2,0,2,3,0,4,5,7,1,12,1,1,1,0,5,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53053073116,53053073116,"Census Tract 731.16, Pierce County, Washington",2975,2857,2709,27,35,39,25,22,118,111,12,43,20,0,14,3,7,0,4,1,0,0,3,2,2,7,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53053073117,53053073117,"Census Tract 731.17, Pierce County, Washington",3431,3301,3125,44,56,41,8,27,130,118,9,56,31,2,14,0,1,0,0,1,0,0,3,1,0,8,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53053073118,53053073118,"Census Tract 731.18, Pierce County, Washington",4076,3935,3767,22,32,58,10,46,141,139,17,44,42,2,27,1,0,0,1,1,0,2,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53053073119,53053073119,"Census Tract 731.19, Pierce County, Washington",2778,2687,2568,6,44,22,5,42,91,85,9,31,19,4,11,0,0,0,0,6,0,0,5,0,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53053073200,53053073200,"Census Tract 732, Pierce County, Washington",5154,4984,4774,13,49,61,16,71,170,160,11,90,22,3,30,1,0,0,1,1,0,1,0,0,0,8,3,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53053073301,53053073301,"Census Tract 733.01, Pierce County, Washington",4624,4465,4074,63,83,68,13,164,159,147,20,65,26,7,15,2,0,0,0,5,0,2,5,0,0,11,3,0,0,0,3,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53053073302,53053073302,"Census Tract 733.02, Pierce County, Washington",3575,3503,3364,14,36,44,6,39,72,71,9,34,12,0,8,0,0,0,1,1,0,0,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53053073401,53053073401,"Census Tract 734.01, Pierce County, Washington",7515,7220,6463,150,73,308,24,202,295,280,48,47,72,10,59,1,4,0,2,5,0,5,7,12,8,15,2,3,0,3,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53053073403,53053073403,"Census Tract 734.03, Pierce County, Washington",7547,7291,6740,67,100,132,11,241,256,241,27,86,62,6,42,1,0,0,1,0,0,0,12,4,0,15,0,3,0,2,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53053073404,53053073404,"Census Tract 734.04, Pierce County, Washington",6231,6019,5666,62,48,126,21,96,212,199,14,65,62,7,34,0,1,0,2,1,0,4,6,3,0,10,2,0,0,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
1400000US53055960100,53055960100,"Census Tract 9601, San Juan County, Washington",4593,4463,4348,11,22,44,6,32,130,124,2,42,24,5,42,0,0,0,0,1,0,4,0,4,0,6,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53055960300,53055960300,"Census Tract 9603, San Juan County, Washington",4229,4166,4067,5,32,30,1,31,63,57,7,24,13,2,9,0,0,0,0,1,0,1,0,0,0,6,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53055960400,53055960400,"Census Tract 9604, San Juan County, Washington",2665,2628,2490,17,29,31,4,57,37,37,2,18,3,4,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53055960500,53055960500,"Census Tract 9605, San Juan County, Washington",2590,2533,2467,3,34,20,1,8,57,56,5,22,13,2,11,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057950100,53057950100,"Census Tract 9501, Skagit County, Washington",839,829,793,9,15,6,0,6,10,10,0,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057950200,53057950200,"Census Tract 9502, Skagit County, Washington",4349,4281,4176,6,32,49,4,14,68,68,6,34,12,5,8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057950300,53057950300,"Census Tract 9503, Skagit County, Washington",1993,1957,1869,10,20,33,0,25,36,30,3,9,12,2,3,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057950400,53057950400,"Census Tract 9504, Skagit County, Washington",5903,5749,5510,8,40,93,8,90,154,146,11,62,43,9,13,1,0,0,0,4,1,0,1,1,0,6,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057950500,53057950500,"Census Tract 9505, Skagit County, Washington",1574,1515,1465,3,24,16,1,6,59,53,9,28,6,0,3,0,0,0,1,0,0,5,1,0,0,6,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057950600,53057950600,"Census Tract 9506, Skagit County, Washington",1601,1562,1458,7,28,27,2,40,39,39,6,12,12,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057950700,53057950700,"Census Tract 9507, Skagit County, Washington",2384,2304,2133,11,42,62,5,51,80,79,15,43,4,1,13,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057950800,53057950800,"Census Tract 9508, Skagit County, Washington",5429,5357,5062,5,35,68,7,180,72,63,9,15,15,4,11,5,0,0,1,1,0,0,2,0,0,9,0,0,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057950900,53057950900,"Census Tract 9509, Skagit County, Washington",3966,3871,3437,57,225,34,12,106,95,87,8,35,15,1,18,4,2,0,1,1,1,0,0,1,0,7,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057951000,53057951000,"Census Tract 9510, Skagit County, Washington",2694,2650,2581,7,35,7,0,20,44,43,4,23,3,0,8,0,0,0,3,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057951100,53057951100,"Census Tract 9511, Skagit County, Washington",4511,4392,4206,11,107,20,3,45,119,116,14,65,13,2,15,1,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057951200,53057951200,"Census Tract 9512, Skagit County, Washington",2050,2015,1957,4,12,4,1,37,35,35,2,10,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057951300,53057951300,"Census Tract 9513, Skagit County, Washington",1812,1764,1697,2,31,9,0,25,48,48,3,28,3,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057951400,53057951400,"Census Tract 9514, Skagit County, Washington",3866,3808,3632,11,54,15,4,92,58,55,2,24,13,6,10,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057951500,53057951500,"Census Tract 9515, Skagit County, Washington",7615,7424,6954,13,124,78,8,247,191,182,13,50,34,4,76,1,0,0,0,1,1,1,0,0,1,9,5,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057951600,53057951600,"Census Tract 9516, Skagit County, Washington",3596,3517,3192,5,34,57,19,210,79,78,9,18,20,3,23,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057951700,53057951700,"Census Tract 9517, Skagit County, Washington",3329,3241,2668,16,42,49,5,461,88,85,10,26,3,3,32,1,4,0,2,1,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057951800,53057951800,"Census Tract 9518, Skagit County, Washington",3411,3307,2468,38,28,71,12,690,104,100,6,30,18,5,19,1,0,0,0,2,0,15,0,3,1,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057951900,53057951900,"Census Tract 9519, Skagit County, Washington",3403,3356,3217,3,21,45,5,65,47,46,0,10,9,2,13,1,0,0,0,0,0,9,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057952000,53057952000,"Census Tract 9520, Skagit County, Washington",2664,2611,1966,2,617,8,3,15,53,50,4,26,5,2,2,4,0,0,0,2,1,3,1,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057952100,53057952100,"Census Tract 9521, Skagit County, Washington",3114,3055,2749,14,27,30,7,228,59,56,3,12,8,0,20,0,0,0,1,0,0,8,3,1,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057952200,53057952200,"Census Tract 9522, Skagit County, Washington",3450,3343,2791,42,46,92,11,361,107,97,3,18,30,0,37,0,1,0,0,0,0,0,0,8,0,10,2,0,0,0,1,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057952300,53057952300,"Census Tract 9523, Skagit County, Washington",10951,10615,7495,71,93,368,17,2571,336,312,31,44,43,5,150,4,2,0,2,6,0,1,4,17,3,23,1,2,0,2,4,0,2,2,1,6,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057952400,53057952400,"Census Tract 9524, Skagit County, Washington",8819,8616,7234,49,81,160,8,1084,203,193,23,50,30,1,81,1,1,0,3,0,0,1,0,2,0,10,0,0,0,0,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057952500,53057952500,"Census Tract 9525, Skagit County, Washington",3050,2942,2416,28,46,59,4,389,108,98,9,12,11,3,48,0,2,0,5,0,0,3,0,5,0,9,2,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057952600,53057952600,"Census Tract 9526, Skagit County, Washington",3268,3177,2901,6,30,35,6,199,91,88,7,24,14,2,35,0,0,0,5,1,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53057952700,53057952700,"Census Tract 9527, Skagit County, Washington",3338,3253,3043,12,20,43,11,124,85,76,4,15,10,0,39,0,0,0,2,4,0,1,0,0,1,9,0,0,0,0,2,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53059950100,53059950100,"Census Tract 9501, Skamania County, Washington",83,82,76,6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53059950200,53059950200,"Census Tract 9502, Skamania County, Washington",3486,3427,3289,13,35,25,5,60,59,58,4,34,2,3,14,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53059950300,53059950300,"Census Tract 9503, Skamania County, Washington",1788,1732,1641,2,49,7,0,33,56,52,1,27,8,5,7,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53059950400,53059950400,"Census Tract 9504, Skamania County, Washington",2192,2138,2012,2,56,12,0,56,54,51,1,25,12,0,12,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53059950500,53059950500,"Census Tract 9505, Skamania County, Washington",2323,2271,2075,7,77,9,12,91,52,44,1,25,9,3,6,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53061040100,53061040100,"Census Tract 401, Snohomish County, Washington",6241,6090,5077,463,105,201,14,230,151,139,10,47,20,8,27,8,2,0,3,2,1,2,4,3,2,11,4,1,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53061040200,53061040200,"Census Tract 402, Snohomish County, Washington",5607,5238,4158,137,119,501,47,276,369,362,50,43,49,9,158,0,3,0,0,1,15,0,4,18,12,5,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53061040300,53061040300,"Census Tract 403, Snohomish County, Washington",3210,3085,2829,73,64,58,7,54,125,117,27,42,11,3,29,0,0,0,2,0,1,2,0,0,0,5,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
1400000US53061040400,53061040400,"Census Tract 404, Snohomish County, Washington",3974,3800,3392,98,105,73,13,119,174,162,21,54,30,6,25,5,4,0,4,2,3,1,6,1,0,12,2,1,0,1,2,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53061040500,53061040500,"Census Tract 405, Snohomish County, Washington",2500,2400,2120,42,62,91,5,80,100,98,15,37,15,1,25,1,0,0,0,2,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53061040600,53061040600,"Census Tract 406, Snohomish County, Washington",1015,963,814,46,23,30,1,49,52,51,5,18,3,2,21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53061040700,53061040700,"Census Tract 407, Snohomish County, Washington",3197,3096,2737,121,74,66,8,90,101,85,8,41,18,6,6,0,0,0,0,2,0,1,2,1,0,13,4,0,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
