GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25,VD26,VD27,VD28,VD29,VD30,VD31,VD32,VD33,VD34,VD35,VD36,VD37,VD38,VD39,VD40,VD41,VD42,VD43,VD44,VD45,VD46,VD47,VD48,VD49,VD50,VD51,VD52,VD53,VD54,VD55,VD56,VD57,VD58,VD59,VD60,VD61,VD62,VD63,VD64,VD65,VD66,VD67,VD68,VD69,VD70,VD71
Id,Id2,Geography,Total:,Population of one race:,Population of one race: - White alone,Population of one race: - Black or African American alone,Population of one race: - American Indian and Alaska Native alone,Population of one race: - Asian alone,Population of one race: - Native Hawaiian and Other Pacific Islander alone,Population of one race: - Some other race alone,Population of two or more races:,Population of two or more races: - Population of two races:,Population of two or more races: - Population of two races: - White; Black or African American,Population of two or more races: - Population of two races: - White; American Indian and Alaska Native,Population of two or more races: - Population of two races: - White; Asian,Population of two or more races: - Population of two races: - White; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of two races: - White; Some other race,Population of two or more races: - Population of two races: - Black or African American; American Indian and Alaska Native,Population of two or more races: - Population of two races: - Black or African American; Asian,Population of two or more races: - Population of two races: - Black or African American; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of two races: - Black or African American; Some other race,Population of two or more races: - Population of two races: - American Indian and Alaska Native; Asian,Population of two or more races: - Population of two races: - American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of two races: - American Indian and Alaska Native; Some other race,Population of two or more races: - Population of two races: - Asian; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of two races: - Asian; Some other race,Population of two or more races: - Population of two races: - Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of three races:,Population of two or more races: - Population of three races: - White; Black or African American; American Indian and Alaska Native,Population of two or more races: - Population of three races: - White; Black or African American; Asian,Population of two or more races: - Population of three races: - White; Black or African American; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of three races: - White; Black or African American; Some other race,Population of two or more races: - Population of three races: - White; American Indian and Alaska Native; Asian,Population of two or more races: - Population of three races: - White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of three races: - White; American Indian and Alaska Native; Some other race,Population of two or more races: - Population of three races: - White; Asian; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of three races: - White; Asian; Some other race,Population of two or more races: - Population of three races: - White; Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of three races: - Black or African American; American Indian and Alaska Native; Asian,Population of two or more races: - Population of three races: - Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of three races: - Black or African American; American Indian and Alaska Native; Some other race,Population of two or more races: - Population of three races: - Black or African American; Asian; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of three races: - Black or African American; Asian; Some other race,Population of two or more races: - Population of three races: - Black or African American; Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of three races: - American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of three races: - American Indian and Alaska Native; Asian; Some other race,Population of two or more races: - Population of three races: - American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of three races: - Asian; Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of four races:,Population of two or more races: - Population of four races: - White; Black or African American; American Indian and Alaska Native; Asian,Population of two or more races: - Population of four races: - White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of four races: - White; Black or African American; American Indian and Alaska Native; Some other race,Population of two or more races: - Population of four races: - White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of four races: - White; Black or African American; Asian; Some other race,Population of two or more races: - Population of four races: - White; Black or African American; Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of four races: - White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of four races: - White; American Indian and Alaska Native; Asian; Some other race,Population of two or more races: - Population of four races: - White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of four races: - White; Asian; Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of four races: - Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of four races: - Black or African American; American Indian and Alaska Native; Asian; Some other race,Population of two or more races: - Population of four races: - Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of four races: - Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of four races: - American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of five races:,Population of two or more races: - Population of five races: - White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,Population of two or more races: - Population of five races: - White; Black or African American; American Indian and Alaska Native; Asian; Some other race,Population of two or more races: - Population of five races: - White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of five races: - White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of five races: - White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander;  Some other race,Population of two or more races: - Population of five races: - Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race,Population of two or more races: - Population of six races:,Population of two or more races: - Population of six races: - White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some other race
0500000US53033,53033,"King County, Washington",1737034,1666535,1315507,93875,15922,187745,9013,44473,70499,64314,9067,10553,17844,1693,10994,1576,1586,222,3258,966,126,430,2474,3192,333,5489,1660,459,75,382,597,75,223,1016,456,47,149,14,69,59,71,12,38,21,4,62,554,257,27,52,36,10,0,81,26,0,36,11,3,0,7,8,135,117,7,1,8,2,0,7,7
1400000US53001950100,53001950100,"Census Tract 9501, Adams County, Washington",2547,2510,2453,6,14,13,0,24,37,36,1,15,2,0,17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53001950200,53001950200,"Census Tract 9502, Adams County, Washington",1895,1856,1714,2,9,5,1,125,39,37,3,16,11,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53001950300,53001950300,"Census Tract 9503, Adams County, Washington",5883,5724,3258,7,27,20,0,2412,159,154,5,28,0,5,96,0,0,0,5,0,0,4,0,10,1,5,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53001950400,53001950400,"Census Tract 9504, Adams County, Washington",2625,2502,1440,15,33,26,0,988,123,121,1,18,6,2,79,0,2,0,1,0,0,1,2,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53001950500,53001950500,"Census Tract 9505, Adams County, Washington",3478,3385,1807,16,29,35,5,1493,93,90,3,6,4,0,73,0,0,0,1,0,0,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53003980100,53003980100,"Census Tract 9801, Asotin County, Washington",3769,3728,3671,3,38,7,1,8,41,39,6,24,3,0,4,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53003980200,53003980200,"Census Tract 9802, Asotin County, Washington",4387,4313,4226,1,33,32,1,20,74,63,2,26,15,0,18,1,0,0,0,0,0,1,0,0,0,11,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53003980300,53003980300,"Census Tract 9803, Asotin County, Washington",3794,3727,3595,8,66,24,1,33,67,64,4,45,3,0,11,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53003980400,53003980400,"Census Tract 9804, Asotin County, Washington",1996,1946,1888,6,23,10,0,19,50,47,4,36,0,1,3,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53003980500,53003980500,"Census Tract 9805, Asotin County, Washington",3415,3329,3221,11,52,24,1,20,86,81,6,49,4,6,12,2,0,0,1,0,0,0,0,1,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53003980600,53003980600,"Census Tract 9806, Asotin County, Washington",3190,3145,3049,10,48,8,1,29,45,41,1,27,1,0,11,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005010100,53005010100,"Census Tract 101, Benton County, Washington",4635,4537,4161,33,33,281,0,29,98,83,7,14,37,1,15,1,0,0,0,0,0,0,2,6,0,13,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005010201,53005010201,"Census Tract 102.01, Benton County, Washington",3533,3466,3149,31,32,199,0,55,67,60,6,23,8,0,18,0,3,0,0,0,0,0,0,2,0,7,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005010202,53005010202,"Census Tract 102.02, Benton County, Washington",5985,5809,5151,112,43,340,6,157,176,165,30,30,20,9,56,2,0,0,1,1,0,0,5,11,0,11,4,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005010300,53005010300,"Census Tract 103, Benton County, Washington",4359,4246,4009,28,52,82,9,66,113,109,12,40,29,2,21,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005010400,53005010400,"Census Tract 104, Benton County, Washington",3543,3462,3227,52,44,57,2,80,81,75,11,14,12,1,28,1,0,0,2,0,0,5,1,0,0,6,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005010500,53005010500,"Census Tract 105, Benton County, Washington",3057,2963,2690,63,24,80,2,104,94,88,14,21,16,0,32,0,0,0,4,0,0,1,0,0,0,5,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005010600,53005010600,"Census Tract 106, Benton County, Washington",3666,3556,3285,87,19,77,12,76,110,107,20,49,18,0,12,0,0,0,1,0,4,0,1,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005010700,53005010700,"Census Tract 107, Benton County, Washington",11257,11041,10524,51,64,193,3,206,216,215,19,80,63,3,42,3,0,0,0,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005010801,53005010801,"Census Tract 108.01, Benton County, Washington",8364,8208,7877,41,32,129,6,123,156,142,8,35,43,6,42,0,0,0,2,1,0,2,1,2,0,13,4,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53005010803,53005010803,"Census Tract 108.03, Benton County, Washington",3303,3244,3049,42,15,102,0,36,59,56,14,8,17,0,14,0,0,0,0,0,0,3,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005010804,53005010804,"Census Tract 108.04, Benton County, Washington",12431,12201,11129,147,90,518,14,303,230,212,27,40,57,5,43,4,5,0,6,5,0,2,12,5,1,14,2,0,0,0,3,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
1400000US53005010901,53005010901,"Census Tract 109.01, Benton County, Washington",4894,4767,4197,71,33,61,11,394,127,119,16,32,16,1,45,0,1,0,1,0,0,0,0,7,0,8,0,2,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005010902,53005010902,"Census Tract 109.02, Benton County, Washington",4393,4252,3757,41,35,104,3,312,141,134,19,33,20,1,57,0,1,0,0,0,0,0,0,3,0,7,2,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005011001,53005011001,"Census Tract 110.01, Benton County, Washington",4592,4429,3928,37,38,102,3,321,163,155,20,49,25,1,46,2,0,0,1,2,1,2,1,5,0,7,0,0,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005011002,53005011002,"Census Tract 110.02, Benton County, Washington",4307,4124,3555,74,47,91,0,357,183,178,29,45,28,2,67,2,1,0,1,0,1,1,0,1,0,5,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005011100,53005011100,"Census Tract 111, Benton County, Washington",6390,6188,5520,71,59,103,7,428,202,197,30,36,21,2,92,2,0,0,2,3,1,5,0,3,0,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005011200,53005011200,"Census Tract 112, Benton County, Washington",7331,6907,4566,121,107,123,10,1980,424,404,59,38,29,7,248,4,0,3,1,3,0,2,0,9,1,15,2,0,1,4,1,0,3,0,0,0,0,2,0,0,1,0,0,1,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005011300,53005011300,"Census Tract 113, Benton County, Washington",4874,4670,3563,43,62,84,8,910,204,191,11,17,11,5,135,1,0,0,7,0,0,3,0,1,0,13,6,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005011401,53005011401,"Census Tract 114.01, Benton County, Washington",3455,3346,2927,47,35,63,6,268,109,105,11,35,13,4,31,0,0,0,10,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
1400000US53005011402,53005011402,"Census Tract 114.02, Benton County, Washington",4707,4611,4339,22,23,60,3,164,96,87,14,22,10,0,34,2,1,2,1,0,0,1,0,0,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005011501,53005011501,"Census Tract 115.01, Benton County, Washington",6504,6360,5953,3,68,15,7,314,144,140,4,86,9,2,33,0,0,0,0,0,0,5,0,0,1,4,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005011502,53005011502,"Census Tract 115.02, Benton County, Washington",8658,8481,7966,56,61,168,7,223,177,171,13,49,46,9,44,0,3,0,4,0,0,1,1,1,0,6,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005011600,53005011600,"Census Tract 116, Benton County, Washington",830,810,598,0,11,1,5,195,20,19,0,2,0,1,14,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005011700,53005011700,"Census Tract 117, Benton County, Washington",5970,5842,4766,29,45,46,22,934,128,124,9,27,6,1,54,0,0,0,2,1,0,0,0,24,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53005011800,53005011800,"Census Tract 118, Benton County, Washington",5907,5739,4196,8,39,22,16,1458,168,159,9,16,19,2,111,0,0,0,1,0,0,1,0,0,0,9,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005011900,53005011900,"Census Tract 119, Benton County, Washington",5494,5351,4763,9,54,31,1,493,143,139,4,62,6,0,64,0,0,0,0,0,0,0,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53005012000,53005012000,"Census Tract 120, Benton County, Washington",36,36,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53007960100,53007960100,"Census Tract 9601, Chelan County, Washington",2236,2190,1838,10,28,16,0,298,46,44,1,15,6,1,18,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53007960200,53007960200,"Census Tract 9602, Chelan County, Washington",5902,5812,5596,7,49,17,5,138,90,87,1,53,10,8,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53007960300,53007960300,"Census Tract 9603, Chelan County, Washington",6222,6092,5023,5,83,26,4,951,130,130,7,33,32,2,39,0,0,0,4,6,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53007960400,53007960400,"Census Tract 9604, Chelan County, Washington",3248,3188,2361,4,32,9,2,780,60,57,2,20,2,1,25,4,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53007960500,53007960500,"Census Tract 9605, Chelan County, Washington",6881,6750,5847,19,52,23,14,795,131,120,1,47,10,6,45,1,0,0,0,1,0,0,9,0,0,11,1,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53007960600,53007960600,"Census Tract 9606, Chelan County, Washington",3943,3877,3520,2,25,15,5,310,66,65,2,22,7,0,33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53007960700,53007960700,"Census Tract 9607, Chelan County, Washington",2734,2664,2517,4,16,33,4,90,70,68,2,33,11,3,16,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53007960800,53007960800,"Census Tract 9608, Chelan County, Washington",8870,8724,8036,24,50,101,6,507,146,140,4,44,31,2,46,0,0,0,2,0,0,7,0,3,1,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53007960900,53007960900,"Census Tract 9609, Chelan County, Washington",8225,8086,7440,21,56,89,14,466,139,135,4,48,32,0,45,0,0,0,1,0,0,0,0,5,0,4,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53007961000,53007961000,"Census Tract 9610, Chelan County, Washington",6632,6394,4867,56,147,50,13,1261,238,214,17,60,20,3,99,1,0,0,3,0,1,2,1,7,0,21,1,0,0,4,2,0,3,6,2,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53007961100,53007961100,"Census Tract 9611, Chelan County, Washington",8217,7965,5518,17,104,50,5,2271,252,242,13,42,31,3,128,2,1,0,7,1,0,11,0,1,2,10,4,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53007961200,53007961200,"Census Tract 9612, Chelan County, Washington",3506,3451,3148,3,19,22,5,254,55,55,4,19,4,0,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53009980100,53009980100,"Census Tract 9801, Clallam County, Washington",1356,1279,173,3,1083,2,0,18,77,63,4,29,2,0,6,2,0,0,0,12,5,2,1,0,0,8,2,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53009980200,53009980200,"Census Tract 9802, Clallam County, Washington",2043,1990,1538,249,98,30,23,52,53,52,0,27,7,3,7,4,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53009980300,53009980300,"Census Tract 9803, Clallam County, Washington",4939,4820,4070,85,209,67,14,375,119,117,1,55,16,2,33,4,1,0,0,2,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53009980400,53009980400,"Census Tract 9804, Clallam County, Washington",1808,1751,1366,8,349,7,2,19,57,52,2,34,8,1,3,1,0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53009980600,53009980600,"Census Tract 9806, Clallam County, Washington",3085,3002,2751,12,204,20,2,13,83,80,2,56,12,1,4,2,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53009980700,53009980700,"Census Tract 9807, Clallam County, Washington",3137,3039,2871,21,102,33,0,12,98,94,11,46,8,3,20,1,0,0,2,0,0,1,1,1,0,4,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53009980800,53009980800,"Census Tract 9808, Clallam County, Washington",4058,3941,3680,25,148,59,18,11,117,110,17,48,18,4,12,1,0,0,1,2,0,3,3,1,0,7,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53009980900,53009980900,"Census Tract 9809, Clallam County, Washington",2890,2817,2673,17,92,24,7,4,73,70,9,35,11,2,10,2,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53009981000,53009981000,"Census Tract 9810, Clallam County, Washington",2340,2286,2129,16,90,32,3,16,54,50,8,14,15,0,9,0,0,0,1,2,0,0,0,1,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53009981100,53009981100,"Census Tract 9811, Clallam County, Washington",3002,2901,2742,12,92,42,4,9,101,85,5,39,13,7,15,0,0,0,1,1,0,0,4,0,0,16,0,0,0,4,0,1,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53009981200,53009981200,"Census Tract 9812, Clallam County, Washington",3639,3540,3335,37,96,54,0,18,99,89,11,51,14,0,10,0,0,0,0,0,0,2,1,0,0,10,4,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
