GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Native:,Margin of Error; Native:,Estimate; Native: - Born in state of residence,Margin of Error; Native: - Born in state of residence,Estimate; Native: - Born in other state in the United States:,Margin of Error; Native: - Born in other state in the United States:,Estimate; Native: - Born in other state in the United States: - Northeast,Margin of Error; Native: - Born in other state in the United States: - Northeast,Estimate; Native: - Born in other state in the United States: - Midwest,Margin of Error; Native: - Born in other state in the United States: - Midwest,Estimate; Native: - Born in other state in the United States: - South,Margin of Error; Native: - Born in other state in the United States: - South,Estimate; Native: - Born in other state in the United States: - West,Margin of Error; Native: - Born in other state in the United States: - West,Estimate; Native: - Born outside the United States:,Margin of Error; Native: - Born outside the United States:,Estimate; Native: - Born outside the United States: - Puerto Rico,Margin of Error; Native: - Born outside the United States: - Puerto Rico,Estimate; Native: - Born outside the United States: - U.S. Island Areas,Margin of Error; Native: - Born outside the United States: - U.S. Island Areas,Estimate; Native: - Born outside the United States: - Born abroad of American parent(s),Margin of Error; Native: - Born outside the United States: - Born abroad of American parent(s),Estimate; Foreign born:,Margin of Error; Foreign born:,Estimate; Foreign born: - Naturalized U.S. citizen,Margin of Error; Foreign born: - Naturalized U.S. citizen,Estimate; Foreign born: - Naturalized U.S. citizen - Europe,Margin of Error; Foreign born: - Naturalized U.S. citizen - Europe,Estimate; Foreign born: - Naturalized U.S. citizen - Asia,Margin of Error; Foreign born: - Naturalized U.S. citizen - Asia,Estimate; Foreign born: - Naturalized U.S. citizen - Africa,Margin of Error; Foreign born: - Naturalized U.S. citizen - Africa,Estimate; Foreign born: - Naturalized U.S. citizen - Oceania,Margin of Error; Foreign born: - Naturalized U.S. citizen - Oceania,Estimate; Foreign born: - Naturalized U.S. citizen - Latin America,Margin of Error; Foreign born: - Naturalized U.S. citizen - Latin America,Estimate; Foreign born: - Naturalized U.S. citizen - Northern America,Margin of Error; Foreign born: - Naturalized U.S. citizen - Northern America,Estimate; Foreign born: - Not a U.S. citizen,Margin of Error; Foreign born: - Not a U.S. citizen,Estimate; Foreign born: - Not a U.S. citizen - Europe,Margin of Error; Foreign born: - Not a U.S. citizen - Europe,Estimate; Foreign born: - Not a U.S. citizen - Asia,Margin of Error; Foreign born: - Not a U.S. citizen - Asia,Estimate; Foreign born: - Not a U.S. citizen - Africa,Margin of Error; Foreign born: - Not a U.S. citizen - Africa,Estimate; Foreign born: - Not a U.S. citizen - Oceania,Margin of Error; Foreign born: - Not a U.S. citizen - Oceania,Estimate; Foreign born: - Not a U.S. citizen - Latin America,Margin of Error; Foreign born: - Not a U.S. citizen - Latin America,Estimate; Foreign born: - Not a U.S. citizen - Northern America,Margin of Error; Foreign born: - Not a U.S. citizen - Northern America
1400000US53033025200,53033025200,"Census Tract 252, King County, Washington",8588,427,6111,475,3498,362,2427,373,216,111,626,202,434,151,1151,231,186,109,0,17,0,17,186,109,2477,459,1264,301,221,134,903,248,81,90,0,17,59,59,0,17,1213,413,79,56,305,185,30,50,51,82,666,343,82,129
1400000US53033025301,53033025301,"Census Tract 253.01, King County, Washington",6525,495,4834,448,2385,466,2168,337,212,114,613,209,342,158,1001,235,281,127,0,17,31,41,250,126,1691,496,920,373,81,54,756,365,32,52,0,17,30,49,21,24,771,274,102,101,190,77,0,17,10,17,423,220,46,49
1400000US53033025302,53033025302,"Census Tract 253.02, King County, Washington",5360,506,4208,485,1814,301,2347,511,216,82,700,323,545,197,886,282,47,62,0,17,47,62,0,17,1152,323,639,182,32,34,441,153,103,99,30,31,33,37,0,17,513,276,0,17,118,144,0,17,0,17,384,260,11,19
1400000US53033025400,53033025400,"Census Tract 254, King County, Washington",7592,575,5116,564,2983,548,1996,346,259,108,298,137,379,178,1060,260,137,86,0,17,0,17,137,86,2476,617,855,288,212,137,338,170,14,22,16,27,275,230,0,17,1621,576,133,135,615,437,0,17,0,17,871,406,2,4
1400000US53033025500,53033025500,"Census Tract 255, King County, Washington",4957,330,3119,272,1905,247,1145,234,57,42,247,120,155,77,686,168,69,58,28,45,0,12,41,35,1838,256,825,190,149,93,533,137,0,12,0,12,129,69,14,15,1013,213,56,43,178,84,19,15,0,12,752,210,8,12
1400000US53033025601,53033025601,"Census Tract 256.01, King County, Washington",5457,422,3549,404,2276,381,1189,183,144,76,169,107,197,92,679,150,84,47,0,17,0,17,84,47,1908,328,1044,188,139,90,767,120,0,17,30,50,108,92,0,17,864,271,48,59,204,92,4,11,0,17,588,279,20,17
1400000US53033025602,53033025602,"Census Tract 256.02, King County, Washington",6153,330,4765,314,3203,348,1458,251,123,71,388,152,206,89,741,184,104,97,0,17,0,17,104,97,1388,213,927,219,73,62,708,198,38,54,0,17,80,57,28,34,461,197,33,34,262,144,15,28,0,17,138,94,13,20
1400000US53033025701,53033025701,"Census Tract 257.01, King County, Washington",6004,394,4129,476,2106,366,1832,350,327,214,496,193,156,80,853,246,191,121,3,10,50,54,138,110,1875,420,804,261,140,117,346,149,218,171,48,76,37,46,15,24,1071,308,355,224,514,216,36,65,0,17,166,150,0,17
1400000US53033025702,53033025702,"Census Tract 257.02, King County, Washington",3510,171,2829,205,1850,196,950,148,62,38,291,81,201,81,396,96,29,28,0,12,0,12,29,28,681,140,601,148,113,78,420,113,37,34,0,12,31,29,0,12,80,51,12,19,41,37,1,3,0,12,3,6,23,17
1400000US53033025803,53033025803,"Census Tract 258.03, King County, Washington",4719,447,3469,368,2022,364,1393,243,49,30,361,133,263,94,720,177,54,41,0,12,15,23,39,33,1250,297,537,170,60,44,252,105,47,50,0,12,151,86,27,41,713,262,75,87,101,78,23,33,19,25,469,229,26,42
1400000US53033025804,53033025804,"Census Tract 258.04, King County, Washington",3628,333,2777,286,1760,261,977,181,135,88,334,109,187,82,321,111,40,45,0,12,0,12,40,45,851,254,530,173,65,64,289,136,44,69,16,23,96,130,20,21,321,155,14,21,132,119,28,44,0,12,126,115,21,24
1400000US53033025805,53033025805,"Census Tract 258.05, King County, Washington",5084,418,3167,374,1897,293,1242,282,125,60,253,101,240,147,624,195,28,33,11,20,0,17,17,26,1917,380,675,197,63,45,402,133,102,78,6,12,90,71,12,15,1242,386,89,84,442,241,119,114,0,17,592,368,0,17
1400000US53033025806,53033025806,"Census Tract 258.06, King County, Washington",5086,328,3685,312,2281,322,1297,239,164,70,309,85,261,92,563,174,107,58,10,15,10,17,87,57,1401,233,812,150,50,36,590,146,103,69,61,64,0,17,8,12,589,162,16,19,488,143,33,31,44,62,0,17,8,13
1400000US53033026001,53033026001,"Census Tract 260.01, King County, Washington",5950,490,4179,340,2723,291,1389,238,175,77,333,101,420,141,461,141,67,41,13,21,11,18,43,33,1771,391,985,263,61,48,692,195,141,103,0,17,91,80,0,17,786,303,20,26,576,273,128,77,0,17,52,114,10,15
1400000US53033026002,53033026002,"Census Tract 260.02, King County, Washington",8590,716,6082,747,3785,712,2059,458,137,98,446,201,407,189,1069,336,238,165,0,17,57,91,181,133,2508,476,1802,310,132,93,1267,305,273,197,4,10,104,132,22,27,706,391,28,31,290,240,251,256,0,17,126,193,11,17
1400000US53033026100,53033026100,"Census Tract 261, King County, Washington",8310,868,5164,515,3030,543,2020,431,157,129,311,146,773,258,779,286,114,111,0,17,0,17,114,111,3146,752,1542,263,0,17,1316,253,91,86,9,16,114,88,12,19,1604,692,52,84,801,364,148,213,64,100,539,603,0,17
1400000US53033026200,53033026200,"Census Tract 262, King County, Washington",5608,445,4440,551,2529,455,1783,411,158,99,397,187,362,242,866,326,128,110,67,97,14,25,47,52,1168,434,639,257,81,90,420,226,56,59,37,47,45,60,0,17,529,321,74,66,233,234,0,17,0,17,221,199,1,2
1400000US53033026300,53033026300,"Census Tract 263, King County, Washington",1641,149,1146,145,709,99,400,107,43,26,97,74,75,40,185,75,37,27,0,12,10,16,27,22,495,129,390,123,4,7,336,120,10,17,0,12,40,22,0,12,105,66,0,12,38,38,0,12,34,28,33,53,0,12
1400000US53033026400,53033026400,"Census Tract 264, King County, Washington",6174,591,4448,466,2785,543,1638,358,143,95,323,137,356,164,816,285,25,39,0,17,0,17,25,39,1726,408,603,249,0,17,368,223,118,114,0,17,117,112,0,17,1123,377,43,68,110,84,43,61,139,169,756,347,32,37
1400000US53033026500,53033026500,"Census Tract 265, King County, Washington",4236,469,2875,433,1667,308,1098,385,60,58,279,140,124,81,635,338,110,100,0,12,66,92,44,49,1361,306,783,231,39,43,532,217,172,122,34,50,6,10,0,12,578,177,27,35,153,76,116,123,0,12,282,110,0,12
1400000US53033026600,53033026600,"Census Tract 266, King County, Washington",2633,260,1919,203,1231,167,664,142,57,26,176,65,100,53,331,94,24,25,0,12,0,12,24,25,714,211,438,108,7,10,326,84,18,27,0,12,87,70,0,12,276,175,0,12,49,37,0,12,0,12,214,167,13,14
1400000US53033026700,53033026700,"Census Tract 267, King County, Washington",5251,394,4485,496,2418,459,1967,360,164,80,532,165,316,150,955,312,100,72,0,17,35,47,65,58,766,276,375,184,88,90,243,146,0,17,0,17,44,54,0,17,391,191,0,17,115,87,0,17,13,24,243,167,20,25
1400000US53033026801,53033026801,"Census Tract 268.01, King County, Washington",5825,659,3725,506,2260,396,1264,274,137,101,155,110,169,111,803,243,201,200,0,17,140,188,61,91,2100,436,1029,272,1,4,781,205,97,122,0,17,142,105,8,14,1071,426,56,83,92,89,0,17,0,17,923,420,0,17
1400000US53033026802,53033026802,"Census Tract 268.02, King County, Washington",5155,554,3354,449,2120,383,1183,256,75,42,250,159,153,80,705,180,51,31,0,17,0,17,51,31,1801,334,753,192,25,27,538,169,101,51,25,38,64,60,0,17,1048,276,14,21,188,96,118,93,131,106,556,225,41,49
1400000US53033027000,53033027000,"Census Tract 270, King County, Washington",3246,298,2447,285,1484,238,919,177,57,36,213,87,116,71,533,157,44,43,0,12,3,8,41,43,799,257,455,130,12,13,244,110,22,31,0,12,177,87,0,12,344,213,17,31,137,117,14,20,9,13,167,169,0,12
1400000US53033027100,53033027100,"Census Tract 271, King County, Washington",3448,413,2573,296,1596,297,947,207,83,51,233,105,255,148,376,142,30,28,0,12,7,11,23,26,875,308,351,187,30,30,76,78,159,133,0,12,86,108,0,12,524,230,0,12,33,36,38,50,0,12,453,227,0,12
1400000US53033027200,53033027200,"Census Tract 272, King County, Washington",2608,200,1477,188,821,174,598,133,35,25,98,43,106,53,359,114,58,37,0,12,27,29,31,18,1131,202,551,135,56,57,257,48,126,55,2,5,109,118,1,2,580,179,45,58,203,106,44,57,0,12,283,136,5,7
1400000US53033027300,53033027300,"Census Tract 273, King County, Washington",5846,377,2711,330,1746,298,874,186,35,35,156,55,140,80,543,129,91,60,0,17,0,17,91,60,3135,386,1173,171,109,81,589,150,282,112,0,17,193,111,0,17,1962,405,19,17,1184,348,193,144,0,17,566,249,0,17
1400000US53033027400,53033027400,"Census Tract 274, King County, Washington",4973,367,3534,321,2371,283,1076,213,74,50,174,59,155,83,673,197,87,57,0,12,11,19,76,52,1439,276,748,213,0,12,575,178,11,17,7,11,148,130,7,12,691,241,0,12,385,222,0,12,6,11,282,131,18,20
1400000US53033027500,53033027500,"Census Tract 275, King County, Washington",4926,354,3738,336,2488,288,1167,232,40,28,442,108,243,137,442,119,83,68,9,14,12,19,62,63,1188,343,511,134,34,32,265,111,0,12,3,8,197,101,12,16,677,290,113,87,147,143,32,44,0,12,376,227,9,15
1400000US53033027600,53033027600,"Census Tract 276, King County, Washington",4818,318,3628,311,2382,276,1227,232,193,78,304,101,87,52,643,182,19,23,0,12,0,12,19,23,1190,272,251,126,27,24,72,47,74,102,0,12,78,62,0,12,939,247,11,18,74,94,68,94,0,12,786,217,0,12
1400000US53033027701,53033027701,"Census Tract 277.01, King County, Washington",4890,341,4521,363,1801,350,2648,308,651,245,767,217,309,134,921,239,72,59,0,12,0,12,72,59,369,191,247,180,77,89,110,132,0,12,0,12,60,90,0,12,122,86,50,63,23,34,0,12,0,12,21,33,28,33
1400000US53033027702,53033027702,"Census Tract 277.02, King County, Washington",4745,403,4475,396,1838,338,2588,334,601,151,510,146,417,181,1060,303,49,45,0,12,0,12,49,45,270,135,146,69,88,56,40,36,0,12,0,12,0,12,18,29,124,120,49,80,0,12,58,85,0,12,17,27,0,12
1400000US53033027800,53033027800,"Census Tract 278, King County, Washington",3404,186,3133,189,1686,226,1349,181,350,103,386,109,103,54,510,120,98,72,0,12,24,37,74,53,271,104,200,99,52,36,46,41,24,36,0,12,47,49,31,30,71,44,37,34,14,16,0,12,0,12,0,12,20,19
1400000US53033027900,53033027900,"Census Tract 279, King County, Washington",8123,751,6838,690,4302,662,2450,397,321,157,589,206,438,183,1102,294,86,79,0,17,16,27,70,76,1285,592,615,340,20,34,391,365,30,82,0,17,127,87,47,43,670,323,15,25,181,206,0,17,0,17,435,259,39,64
1400000US53033028000,53033028000,"Census Tract 280, King County, Washington",4398,381,2552,356,1646,286,790,274,97,63,204,82,100,64,389,228,116,119,0,12,87,114,29,23,1846,369,567,176,80,62,227,111,116,90,44,61,100,58,0,12,1279,370,13,19,252,157,166,171,0,12,848,346,0,12
1400000US53033028100,53033028100,"Census Tract 281, King County, Washington",2693,235,1075,173,729,140,278,76,40,27,90,38,57,49,91,46,68,39,0,12,0,12,68,39,1618,235,896,207,52,36,227,104,473,188,17,27,127,81,0,12,722,204,13,16,262,154,285,137,0,12,147,85,15,22
1400000US53033028200,53033028200,"Census Tract 282, King County, Washington",5005,427,2696,438,1486,317,1003,171,126,58,331,115,186,97,360,131,207,152,0,17,52,117,155,113,2309,446,1075,242,121,155,433,174,398,200,26,59,97,98,0,17,1234,482,11,17,387,268,325,343,0,17,511,251,0,17
1400000US53033028300,53033028300,"Census Tract 283, King County, Washington",5143,376,3302,293,2013,269,1198,218,94,63,377,113,148,84,579,177,91,63,0,17,0,17,91,63,1841,434,1316,326,222,143,823,232,253,121,0,17,18,31,0,17,525,241,20,24,220,117,24,38,0,17,261,209,0,17
1400000US53033028402,53033028402,"Census Tract 284.02, King County, Washington",5090,450,2501,281,1465,246,987,181,72,60,240,108,244,143,431,151,49,35,0,17,0,17,49,35,2589,374,1299,281,168,119,506,186,597,157,8,12,14,20,6,9,1290,340,90,86,412,280,475,195,82,110,231,168,0,17
1400000US53033028403,53033028403,"Census Tract 284.03, King County, Washington",5362,424,3295,497,1805,422,1247,270,140,92,364,122,207,112,536,194,243,218,0,17,171,205,72,69,2067,441,985,469,24,32,424,358,460,298,57,76,20,36,0,17,1082,361,0,17,177,150,581,321,0,17,314,217,10,15
1400000US53033028500,53033028500,"Census Tract 285, King County, Washington",3999,319,3386,283,2075,276,1250,222,77,58,241,88,274,125,658,171,61,59,0,12,0,12,61,59,613,171,334,148,27,30,183,107,104,88,0,12,13,21,7,10,279,134,0,12,154,108,0,12,0,12,125,128,0,12
1400000US53033028600,53033028600,"Census Tract 286, King County, Washington",6360,158,5723,279,3789,325,1839,276,159,78,651,187,215,99,814,234,95,73,0,17,0,17,95,73,637,215,305,154,80,56,131,112,12,19,0,17,44,44,38,42,332,177,66,66,200,131,0,17,16,27,0,17,50,65
1400000US53033028700,53033028700,"Census Tract 287, King County, Washington",5084,338,4541,340,2764,298,1650,251,137,71,360,88,410,142,743,187,127,76,0,17,45,57,82,52,543,204,368,167,22,25,210,115,42,61,18,39,55,63,21,19,175,74,10,15,49,45,0,17,10,16,106,60,0,17
1400000US53033028801,53033028801,"Census Tract 288.01, King County, Washington",3032,305,2422,275,1287,249,991,144,50,39,240,74,108,56,593,144,144,104,0,12,97,138,47,37,610,167,314,91,27,20,129,90,59,53,27,30,68,39,4,7,296,157,3,6,26,39,11,17,0,12,256,153,0,12
1400000US53033028802,53033028802,"Census Tract 288.02, King County, Washington",6954,529,4085,450,2677,453,1342,334,81,48,392,170,189,107,680,273,66,62,0,17,38,49,28,29,2869,637,825,338,22,41,373,142,292,291,7,15,80,68,51,61,2044,562,110,117,403,181,827,476,60,126,636,313,8,13
1400000US53033028901,53033028901,"Census Tract 289.01, King County, Washington",3186,225,2739,246,1614,270,1043,156,91,56,241,90,193,78,518,149,82,45,0,12,17,20,65,38,447,172,117,65,9,14,60,43,25,42,0,12,11,17,12,18,330,162,33,42,66,53,0,12,38,39,193,158,0,12
1400000US53033028902,53033028902,"Census Tract 289.02, King County, Washington",7163,776,4592,481,2695,445,1635,460,78,66,396,135,187,98,974,409,262,214,103,169,60,57,99,114,2571,714,438,210,0,17,292,158,30,55,0,17,107,136,9,19,2133,698,16,24,752,693,151,150,135,128,1056,367,23,30
1400000US53033029001,53033029001,"Census Tract 290.01, King County, Washington",4710,350,4060,339,2397,374,1622,212,148,59,708,138,98,54,668,135,41,38,0,12,0,12,41,38,650,211,381,114,76,39,188,81,11,17,34,56,62,52,10,14,269,164,11,18,78,69,0,12,11,17,169,157,0,12
1400000US53033029003,53033029003,"Census Tract 290.03, King County, Washington",5700,529,4004,437,2489,406,1456,311,95,76,291,132,408,173,662,227,59,51,0,17,0,17,59,51,1696,423,769,178,53,70,512,129,103,96,0,17,75,67,26,32,927,336,44,70,362,272,144,162,0,17,377,254,0,17
1400000US53033029004,53033029004,"Census Tract 290.04, King County, Washington",3938,345,2588,345,1577,281,925,202,109,68,224,86,160,84,432,144,86,61,27,40,11,17,48,43,1350,357,241,108,8,12,57,53,93,66,1,2,82,59,0,12,1109,362,1,4,310,216,59,90,0,12,739,266,0,12
1400000US53033029101,53033029101,"Census Tract 291.01, King County, Washington",3288,277,2495,295,1382,218,1041,223,71,48,245,93,304,134,421,148,72,44,0,12,12,18,60,47,793,159,446,157,11,15,362,138,62,65,0,12,11,17,0,12,347,132,44,36,205,122,22,25,18,30,36,41,22,25
1400000US53033029102,53033029102,"Census Tract 291.02, King County, Washington",4358,359,3512,355,2155,263,1337,308,220,160,294,101,195,105,628,179,20,22,0,12,0,12,20,22,846,233,464,181,25,25,203,105,126,112,0,12,62,40,48,64,382,137,0,12,210,112,0,12,0,12,161,80,11,16
1400000US53033029203,53033029203,"Census Tract 292.03, King County, Washington",4198,403,3465,376,1957,339,1440,254,101,65,262,140,333,124,744,205,68,51,0,12,11,22,57,48,733,198,360,143,98,84,125,80,9,19,0,12,128,120,0,12,373,154,13,25,117,69,12,23,9,14,222,120,0,12
1400000US53033029204,53033029204,"Census Tract 292.04, King County, Washington",7229,732,5449,494,3199,580,2185,336,107,108,695,309,407,164,976,341,65,72,10,16,0,17,55,70,1780,578,723,207,19,26,527,151,19,33,0,17,158,151,0,17,1057,545,25,33,369,192,137,138,0,17,485,498,41,67
1400000US53033029205,53033029205,"Census Tract 292.05, King County, Washington",4549,348,3204,339,1769,305,1369,246,145,76,329,128,364,139,531,204,66,63,0,12,22,33,44,57,1345,373,505,181,74,77,307,112,16,27,0,12,90,98,18,27,840,319,61,61,295,246,0,12,14,21,470,223,0,12
1400000US53033029206,53033029206,"Census Tract 292.06, King County, Washington",4396,350,3345,338,1531,259,1452,240,188,86,143,70,334,147,787,209,362,193,0,12,247,190,115,77,1051,234,216,88,19,20,125,69,10,15,0,12,62,56,0,12,835,219,27,32,199,102,31,37,60,95,518,181,0,12
1400000US53033029303,53033029303,"Census Tract 293.03, King County, Washington",7423,457,5408,454,2584,480,2655,430,241,128,680,197,370,158,1364,265,169,94,21,30,0,17,148,88,2015,384,1403,350,189,182,948,300,159,117,63,83,44,41,0,17,612,236,146,121,288,188,56,66,53,78,35,36,34,32
1400000US53033029304,53033029304,"Census Tract 293.04, King County, Washington",5082,314,3900,318,2188,298,1604,237,108,51,439,123,216,93,841,189,108,77,0,17,49,63,59,47,1182,224,910,200,65,70,664,149,8,14,0,17,151,94,22,24,272,108,86,76,110,65,0,17,0,17,69,56,7,11
1400000US53033029305,53033029305,"Census Tract 293.05, King County, Washington",4215,347,2723,352,1662,270,991,231,32,25,276,122,109,104,574,147,70,53,0,12,25,39,45,35,1492,315,971,259,65,54,719,250,5,12,126,164,27,50,29,34,521,194,53,43,166,96,0,12,70,92,232,171,0,12
1400000US53033029306,53033029306,"Census Tract 293.06, King County, Washington",3443,332,2549,326,1559,296,892,146,82,39,247,83,99,62,464,133,98,91,0,12,58,80,40,44,894,238,605,115,35,34,548,106,14,24,0,12,0,12,8,12,289,221,0,12,251,216,0,12,0,12,38,40,0,12
1400000US53033029307,53033029307,"Census Tract 293.07, King County, Washington",4219,330,3408,262,2195,298,1108,183,97,54,271,84,139,82,601,158,105,49,0,12,8,12,97,50,811,209,550,138,93,72,432,133,0,12,25,34,0,12,0,12,261,125,27,29,192,117,0,12,0,12,31,31,11,17
1400000US53033029403,53033029403,"Census Tract 294.03, King County, Washington",5746,309,3798,303,2308,280,1290,237,227,119,272,100,146,83,645,187,200,128,0,17,16,25,184,126,1948,305,999,158,47,42,828,168,10,23,70,105,9,14,35,32,949,295,25,28,618,282,11,28,0,17,285,178,10,16
1400000US53033029405,53033029405,"Census Tract 294.05, King County, Washington",5706,404,4068,365,2611,370,1430,229,186,80,290,101,219,87,735,231,27,27,6,9,0,17,21,24,1638,378,1154,301,299,185,725,192,43,53,61,67,26,31,0,17,484,243,36,46,284,152,0,17,92,151,72,65,0,17
1400000US53033029406,53033029406,"Census Tract 294.06, King County, Washington",5222,359,3193,265,1952,233,1145,180,46,31,255,70,163,86,681,150,96,78,0,17,0,17,96,78,2029,305,1087,201,105,83,809,136,98,73,48,68,27,29,0,17,942,282,0,17,584,220,326,162,0,17,25,14,7,11
1400000US53033029407,53033029407,"Census Tract 294.07, King County, Washington",4697,351,2824,321,1632,289,1130,202,158,72,292,99,149,86,531,175,62,34,10,18,6,12,46,32,1873,337,796,205,131,117,465,167,41,62,0,12,159,104,0,12,1077,300,182,105,666,290,50,81,0,12,179,107,0,12
1400000US53033029408,53033029408,"Census Tract 294.08, King County, Washington",4109,301,2673,285,1490,242,1155,281,95,49,250,79,207,79,603,255,28,27,0,12,9,14,19,22,1436,307,464,171,99,107,253,104,50,81,25,39,37,36,0,12,972,298,13,20,312,186,59,76,11,18,577,250,0,12
1400000US53033029502,53033029502,"Census Tract 295.02, King County, Washington",7671,549,5452,435,3428,466,1918,300,180,102,478,151,326,169,934,246,106,91,0,17,44,69,62,67,2219,615,1334,309,294,193,824,247,81,74,32,56,103,76,0,17,885,527,106,78,655,496,0,17,23,35,101,58,0,17
1400000US53033029503,53033029503,"Census Tract 295.03, King County, Washington",8546,745,5223,736,2766,487,2325,672,254,167,860,537,415,201,796,283,132,105,11,21,0,17,121,102,3323,646,1071,422,407,294,435,273,132,103,0,17,80,124,17,27,2252,542,34,41,1270,483,211,196,14,22,708,324,15,28
1400000US53033029504,53033029504,"Census Tract 295.04, King County, Washington",5970,655,3761,565,2225,388,1506,426,98,103,307,158,356,212,745,331,30,35,0,17,0,17,30,35,2209,491,936,334,75,75,429,178,163,112,40,63,213,180,16,24,1273,397,240,225,520,244,59,84,0,17,454,284,0,17
1400000US53033029601,53033029601,"Census Tract 296.01, King County, Washington",6914,530,4301,623,2548,465,1671,345,240,131,232,108,320,145,879,271,82,57,0,17,0,17,82,57,2613,442,1227,362,373,287,720,201,32,40,0,17,89,83,13,22,1386,479,273,164,711,396,157,156,0,17,233,154,12,21
1400000US53033029602,53033029602,"Census Tract 296.02, King County, Washington",6298,404,4684,376,2871,341,1632,269,170,109,437,149,292,102,733,175,181,95,9,14,33,40,139,87,1614,402,860,196,164,92,627,161,0,17,30,50,39,35,0,17,754,312,120,81,539,305,50,56,9,16,7,11,29,32
1400000US53033029700,53033029700,"Census Tract 297, King County, Washington",8051,838,6050,751,3533,576,2446,434,250,135,720,190,218,94,1258,337,71,85,0,17,0,17,71,85,2001,747,744,377,256,231,229,172,57,71,0,17,160,167,42,68,1257,620,255,187,430,432,277,397,0,17,295,207,0,17
1400000US53033029801,53033029801,"Census Tract 298.01, King County, Washington",9466,869,7044,778,3952,561,2986,589,163,80,781,350,750,287,1292,296,106,76,0,17,0,17,106,76,2422,782,1053,458,206,254,419,169,186,154,10,19,218,204,14,23,1369,655,245,349,446,304,160,220,25,29,454,370,39,36
1400000US53033029802,53033029802,"Census Tract 298.02, King County, Washington",9297,1066,7314,827,4451,727,2725,398,198,91,711,200,364,157,1452,312,138,90,0,17,94,80,44,41,1983,760,754,221,214,172,411,139,0,17,0,17,113,106,16,26,1229,707,441,654,244,142,0,17,13,22,466,286,65,80
1400000US53033029901,53033029901,"Census Tract 299.01, King County, Washington",4610,323,3632,362,2497,331,1084,211,77,51,224,89,227,93,556,155,51,36,10,16,0,12,41,37,978,229,645,236,272,106,194,145,126,164,0,12,34,33,19,23,333,129,119,77,109,85,0,12,0,12,81,43,24,25
1400000US53033029902,53033029902,"Census Tract 299.02, King County, Washington",4092,368,3400,358,1875,294,1424,219,132,58,389,117,221,116,682,177,101,73,0,12,31,46,70,58,692,170,490,131,143,124,296,72,12,19,0,12,27,42,12,15,202,120,29,39,99,91,33,40,23,34,18,27,0,12
1400000US53033030003,53033030003,"Census Tract 300.03, King County, Washington",6295,681,4930,626,2252,401,2540,434,315,157,431,185,303,136,1491,411,138,127,0,17,73,77,65,80,1365,386,763,238,174,109,273,146,112,104,0,17,204,159,0,17,602,305,64,61,51,85,141,144,0,17,331,236,15,25
1400000US53033030004,53033030004,"Census Tract 300.04, King County, Washington",8302,809,6164,596,2788,537,2776,620,133,84,410,169,523,187,1710,553,600,325,0,17,466,299,134,137,2138,569,835,348,149,133,478,185,168,184,2,4,38,44,0,17,1303,485,102,125,151,141,68,62,46,70,936,481,0,17
1400000US53033030005,53033030005,"Census Tract 300.05, King County, Washington",5632,346,3896,365,2298,317,1396,275,205,121,299,128,259,103,633,245,202,194,0,17,128,182,74,47,1736,303,504,183,11,15,333,146,37,44,0,17,123,87,0,17,1232,270,0,17,264,155,0,17,0,17,955,240,13,19
1400000US53033030006,53033030006,"Census Tract 300.06, King County, Washington",4109,397,2567,345,1453,246,1036,222,122,90,241,82,176,76,497,193,78,64,0,12,21,35,57,52,1542,336,637,206,76,66,259,96,223,170,0,12,79,55,0,12,905,268,38,56,102,72,190,140,6,12,569,201,0,12
1400000US53033030100,53033030100,"Census Tract 301, King County, Washington",7934,457,6488,463,3607,410,2649,438,133,80,722,213,277,109,1517,404,232,110,0,17,54,62,178,116,1446,501,711,303,212,209,444,195,0,17,0,17,0,17,55,90,735,398,78,64,448,374,0,17,0,17,161,131,48,72
1400000US53033030201,53033030201,"Census Tract 302.01, King County, Washington",5676,583,4145,485,2170,386,1861,379,101,72,504,148,438,158,818,273,114,74,0,17,0,17,114,74,1531,314,683,211,104,85,447,156,36,50,0,17,68,63,28,31,848,275,190,209,154,109,27,45,0,17,477,238,0,17
1400000US53033030202,53033030202,"Census Tract 302.02, King County, Washington",6625,522,4608,628,2456,454,2077,419,406,227,377,155,299,149,995,352,75,56,0,17,0,17,75,56,2017,573,992,270,191,145,669,223,61,57,12,21,59,80,0,17,1025,516,104,128,503,442,239,326,20,34,159,124,0,17
