GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units
0500000US53033,53033,"King County, Washington",1590000US5303310215,5303310215,King County - PLACE - Carnation city,Carnation city,1786,665,1.18,0.02,1.16,1545.4,575.4
0500000US53033,53033,"King County, Washington",1590000US5303313365,5303313365,King County - PLACE - Clyde Hill city,Clyde Hill city,2984,1099,1.06,0.00,1.06,2826.3,1040.9
0500000US53033,53033,"King County, Washington",1590000US5303314940,5303314940,King County - PLACE - Cottage Lake CDP,Cottage Lake CDP,22494,7925,22.78,0.13,22.66,992.7,349.8
0500000US53033,53033,"King County, Washington",1590000US5303315290,5303315290,King County - PLACE - Covington city,Covington city,17575,6081,5.96,0.10,5.86,2998.1,1037.4
0500000US53033,53033,"King County, Washington",1590000US5303317635,5303317635,King County - PLACE - Des Moines city,Des Moines city,29673,12588,6.50,0.00,6.50,4564.4,1936.3
0500000US53033,53033,"King County, Washington",1590000US5303319035,5303319035,King County - PLACE - Duvall city,Duvall city,6695,2315,2.49,0.02,2.47,2713.8,938.4
0500000US53033,53033,"King County, Washington",1590000US5303319420,5303319420,King County - PLACE - Eastgate CDP,Eastgate CDP,4958,1899,1.20,0.00,1.20,4143.8,1587.1
0500000US53033,53033,"King County, Washington",1590000US5303319515,5303319515,King County - PLACE - East Hill-Meridian CDP,East Hill-Meridian CDP,29878,10252,8.17,0.15,8.02,3724.3,1277.9
0500000US53033,53033,"King County, Washington",1590000US5303319857,5303319857,King County - PLACE - East Renton Highlands CDP,East Renton Highlands CDP,11140,4205,11.38,0.06,11.32,984.3,371.5
0500000US53033,53033,"King County, Washington",1590000US5303322045,5303322045,King County - PLACE - Enumclaw city (part),Enumclaw city (part),10669,4683,4.25,0.00,4.24,2515.7,1104.2
