GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049,D050,D051,D052,D053,D054,D055,D056,D057,D058,D059,D060,D061,D062,D063,D064,D065,D066,D067,D068,D069,D070,D071
1600000US5336115,5336115,"Klickitat CDP, Washington",362,347,332,2,13,0,0,0,15,13,0,10,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5336395,5336395,"Krupp town, Washington",48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5336710,5336710,"La Center city, Washington",2800,2705,2557,27,23,54,1,43,95,91,14,31,29,2,9,0,0,2,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5336745,5336745,"Lacey city, Washington",42393,39438,31446,2302,490,3376,722,1102,2955,2604,584,406,833,115,238,60,72,24,28,21,6,11,124,64,18,322,78,50,11,30,26,6,1,87,8,1,10,3,2,0,6,0,0,0,2,1,27,15,2,0,6,1,0,1,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0
1600000US5336780,5336780,"La Conner town, Washington",891,866,776,6,45,9,0,30,25,23,3,10,1,1,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5336850,5336850,"LaCrosse town, Washington",313,305,300,1,2,1,0,1,8,8,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5336920,5336920,"La Grande CDP, Washington",109,102,98,1,0,3,0,0,7,7,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5337077,5337077,"Lake Bosworth CDP, Washington",667,659,632,3,9,5,0,10,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5337100,5337100,"Lake Cassidy CDP, Washington",3415,3300,3109,8,42,78,7,56,115,104,8,42,42,5,5,1,0,0,0,0,0,0,1,0,0,8,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
1600000US5337105,5337105,"Lake Cavanaugh CDP, Washington",167,166,165,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5337270,5337270,"Lake Forest Park city, Washington",12598,12010,10456,229,77,1105,23,120,588,532,70,75,301,12,31,10,3,2,1,7,0,0,11,9,0,53,8,6,3,1,12,0,1,10,7,1,1,0,0,1,0,0,1,0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5337345,5337345,"Lake Holm CDP, Washington",3221,3128,2891,28,27,103,27,52,93,90,12,29,37,4,1,1,2,0,0,0,0,0,3,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5337415,5337415,"Lake Ketchum CDP, Washington",930,898,864,4,10,14,0,6,32,32,9,3,12,1,3,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5337420,5337420,"Lakeland North CDP, Washington",12942,12211,8835,734,98,1675,185,684,731,636,135,111,179,24,66,15,21,8,18,3,4,3,26,19,4,89,25,17,6,1,10,1,3,16,4,0,2,0,0,0,0,0,0,0,0,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5337430,5337430,"Lakeland South CDP, Washington",11574,10996,8875,489,120,1088,130,294,578,519,124,107,160,17,51,9,8,7,7,4,0,0,17,6,2,55,8,9,9,3,8,4,0,8,3,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0
1600000US5337526,5337526,"Lake McMurray CDP, Washington",192,192,168,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5337538,5337538,"Lake Marcel-Stillwater CDP, Washington",1277,1246,1198,3,10,12,1,22,31,31,0,15,13,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5337567,5337567,"Lake Morton-Berrydale CDP, Washington",10160,9755,8934,166,96,303,29,227,405,379,50,102,141,18,31,4,7,0,1,4,0,1,20,0,0,20,2,2,0,0,1,2,4,5,3,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5337672,5337672,"Lake Roesiger CDP, Washington",503,500,489,3,1,1,0,6,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5337830,5337830,"Lake Shore CDP, Washington",6571,6352,5944,55,45,187,26,95,219,199,41,61,62,4,23,1,0,0,3,1,0,0,1,0,2,19,7,3,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5337900,5337900,"Lake Stevens city, Washington",28069,26640,23882,482,254,1012,121,889,1429,1270,242,313,387,77,137,18,17,1,7,12,5,5,28,16,5,141,29,9,1,6,16,7,0,47,16,0,1,0,2,1,0,0,0,0,0,6,18,2,0,2,1,0,0,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1600000US5337917,5337917,"Lake Stickney CDP, Washington",7777,7368,4592,417,84,1826,78,371,409,374,64,59,134,16,38,9,7,0,4,1,3,1,19,13,6,31,5,0,2,6,5,1,0,9,1,0,0,0,0,1,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1600000US5337920,5337920,"Lake Tapps CDP, Washington",11859,11460,10911,80,73,251,28,117,399,370,62,116,111,17,38,0,5,0,0,1,0,3,8,7,2,25,5,1,3,0,6,1,3,5,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1600000US5337926,5337926,"Lakeview CDP, Washington",915,895,823,4,6,2,1,59,20,19,7,4,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5338038,5338038,"Lakewood city, Washington",58163,53087,34506,6849,760,5206,1506,4260,5076,4388,1230,612,1087,170,372,162,253,84,77,39,13,29,166,63,31,607,204,120,25,23,45,13,16,91,32,2,14,3,0,12,2,0,1,2,0,2,77,34,8,4,11,2,0,9,2,0,3,1,3,0,0,0,4,4,0,0,0,0,0,0,0
1600000US5338215,5338215,"Lamont town, Washington",70,65,63,1,0,1,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5338355,5338355,"Langley city, Washington",1035,1006,974,1,6,17,1,7,29,25,6,8,7,0,1,0,1,0,0,0,0,0,2,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5338420,5338420,"Larch Way CDP, Washington",3318,3175,1902,89,12,1108,22,42,143,134,14,11,72,8,3,0,2,0,4,1,0,0,13,3,3,7,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5338495,5338495,"Latah town, Washington",183,169,162,0,5,1,0,1,14,10,0,5,0,0,4,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5338705,5338705,"Laurier CDP, Washington",1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5338845,5338845,"Leavenworth city, Washington",1965,1934,1826,7,10,11,4,76,31,31,3,19,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5338880,5338880,"Lebam CDP, Washington",160,155,145,0,8,0,0,2,5,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5339212,5339212,"Lewisville CDP, Washington",1722,1679,1639,2,11,5,0,22,43,41,11,19,3,0,6,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5339335,5339335,"Liberty Lake city, Washington",7591,7363,6930,51,39,269,16,58,228,212,50,67,72,4,13,0,2,0,0,0,0,1,0,2,1,16,2,0,0,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5339510,5339510,"Lind town, Washington",564,549,496,9,0,8,0,36,15,15,2,6,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5339860,5339860,"Lochsloy CDP, Washington",2533,2455,2365,4,17,32,5,32,78,78,4,38,16,9,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5339930,5339930,"Lofall CDP, Washington",2289,2196,2110,27,14,28,5,12,93,87,6,33,18,14,6,0,4,0,0,1,0,1,3,0,1,6,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5340070,5340070,"Long Beach city, Washington",1392,1357,1273,1,11,18,3,51,35,30,0,20,3,1,3,0,0,0,0,1,0,1,1,0,0,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5340105,5340105,"Longbranch CDP, Washington",3784,3622,3418,39,65,60,10,30,162,145,21,63,44,5,5,3,2,0,2,0,0,0,0,0,0,15,1,0,0,2,0,0,4,5,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5340245,5340245,"Longview city, Washington",36648,35093,31500,333,629,791,115,1725,1555,1429,193,593,195,58,283,12,2,1,8,9,3,32,13,13,14,117,46,6,5,9,15,1,19,12,2,2,0,0,0,0,0,0,0,0,0,0,9,0,0,1,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5340270,5340270,"Longview Heights CDP, Washington",3851,3719,3533,9,52,74,4,47,132,126,15,49,35,7,15,0,1,0,0,0,0,2,2,0,0,5,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5340350,5340350,"Loomis CDP, Washington",159,156,129,0,2,0,0,25,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5340385,5340385,"Loon Lake CDP, Washington",783,757,736,3,17,1,0,0,26,22,0,18,2,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5340570,5340570,"Lower Elochoman CDP, Washington",185,181,178,0,2,1,0,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5340735,5340735,"Lyle CDP, Washington",499,485,466,0,9,3,1,6,14,14,1,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5340770,5340770,"Lyman town, Washington",438,433,418,0,6,1,0,8,5,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5340805,5340805,"Lynden city, Washington",11951,11700,10719,79,105,301,18,478,251,235,35,66,55,8,53,2,1,0,0,1,0,2,2,5,5,15,4,0,0,1,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1600000US5340840,5340840,"Lynnwood city, Washington",35836,34006,22875,1976,404,6185,192,2374,1830,1637,292,258,574,58,179,31,45,11,45,18,4,17,66,37,2,174,52,26,4,5,16,7,7,43,6,2,3,0,0,3,0,0,0,0,0,0,16,5,0,2,3,0,0,5,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
1600000US5340980,5340980,"Mabton city, Washington",2286,2203,1073,16,4,4,0,1106,83,79,1,10,1,0,60,0,0,0,0,0,0,0,0,7,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5341155,5341155,"McChord AFB CDP, Washington",2507,2244,1766,228,33,77,62,78,263,237,63,27,76,6,23,7,8,2,5,1,0,1,7,11,0,24,9,5,2,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5341225,5341225,"McCleary city, Washington",1653,1597,1546,14,17,12,2,6,56,46,6,26,8,0,5,1,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5341470,5341470,"Machias CDP, Washington",1178,1147,1089,2,13,29,0,14,31,28,3,13,11,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5341645,5341645,"McKenna CDP, Washington",716,679,645,14,3,6,0,11,37,35,15,3,9,3,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5341785,5341785,"McMillin CDP, Washington",1547,1475,1388,11,16,36,1,23,72,58,12,10,24,2,2,1,0,0,0,1,0,0,3,3,0,12,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5342275,5342275,"Malden town, Washington",203,193,187,0,4,0,0,2,10,10,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5342310,5342310,"Malo CDP, Washington",28,25,22,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5342345,5342345,"Malone CDP, Washington",475,455,437,0,11,1,0,6,20,19,3,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5342380,5342380,"Malott CDP, Washington",487,472,396,0,25,1,0,50,15,15,0,2,3,0,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5342415,5342415,"Maltby CDP, Washington",10830,10545,9921,43,64,387,16,114,285,264,33,66,102,17,31,0,6,0,1,2,0,0,5,1,0,20,9,0,0,0,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1600000US5342450,5342450,"Manchester CDP, Washington",5413,5127,4733,90,54,151,40,59,286,252,32,58,107,16,12,1,4,1,0,4,4,0,7,6,0,33,12,8,0,2,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5342800,5342800,"Mansfield town, Washington",320,315,312,0,2,1,0,0,5,5,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5342835,5342835,"Manson CDP, Washington",1468,1422,1120,2,13,12,0,275,46,45,1,6,1,0,27,0,0,0,0,0,0,3,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5343010,5343010,"Maple Falls CDP, Washington",324,316,305,1,0,0,0,10,8,8,2,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5343062,5343062,"Maple Heights-Lake Desire CDP, Washington",3152,3037,2450,81,20,437,6,43,115,101,19,10,55,1,9,1,4,0,0,1,0,0,1,0,0,11,1,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5343150,5343150,"Maple Valley city, Washington",22684,21543,19465,471,111,1013,91,392,1141,1002,188,175,441,28,80,8,24,1,4,6,1,2,27,17,0,129,20,14,3,5,18,3,4,40,10,0,6,2,0,2,1,0,1,0,0,0,9,2,2,0,0,0,0,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1600000US5343255,5343255,"Maplewood CDP, Washington",5138,4955,4721,27,21,147,7,32,183,168,35,33,62,14,13,1,4,0,0,0,1,0,4,1,0,15,6,1,0,0,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5343325,5343325,"Marblemount CDP, Washington",203,192,174,1,11,2,1,3,11,11,1,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5343395,5343395,"Marcus town, Washington",183,179,172,1,5,1,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5343491,5343491,"Marietta-Alderwood CDP, Washington",3906,3727,3182,52,138,173,2,180,179,162,23,51,47,5,21,1,1,0,1,1,0,7,1,3,0,17,7,0,0,0,4,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5343640,5343640,"Markham CDP, Washington",111,111,109,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5343762,5343762,"Marrowstone CDP, Washington",844,826,814,1,3,7,0,1,18,15,1,7,5,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5343815,5343815,"Martha Lake CDP, Washington",15473,14720,11204,464,131,2387,63,471,753,679,128,91,279,14,54,7,22,2,12,10,0,4,34,19,3,66,9,12,0,1,11,3,0,21,7,0,1,0,0,0,0,0,0,0,1,0,7,1,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1600000US5343885,5343885,"Maryhill CDP, Washington",58,51,45,0,1,1,0,4,7,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5343955,5343955,"Marysville city, Washington",60020,56729,48029,1114,1169,3382,372,2663,3291,3013,488,747,964,112,341,57,46,5,24,44,8,20,76,70,11,256,49,28,2,7,43,6,15,74,11,2,5,0,1,3,0,2,4,1,1,2,15,3,0,2,2,1,0,5,1,0,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0
1600000US5344165,5344165,"Mattawa town, Washington",4437,4288,1995,38,47,4,0,2204,149,149,3,1,4,0,131,4,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5344260,5344260,"May Creek CDP, Washington",818,796,756,4,23,2,1,10,22,18,1,6,6,2,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5344480,5344480,"Mead CDP, Washington",7275,7086,6897,35,71,35,13,35,189,176,32,76,37,15,9,1,1,0,0,0,0,2,1,2,0,11,5,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
1600000US5344585,5344585,"Meadowdale CDP, Washington",2826,2702,2308,67,27,241,8,51,124,121,10,26,48,4,5,2,2,0,0,7,0,0,10,7,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5344620,5344620,"Meadow Glade CDP, Washington",2541,2488,2395,7,11,55,8,12,53,50,6,22,15,4,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5344690,5344690,"Medical Lake city, Washington",5060,4841,4452,118,79,101,13,78,219,195,53,59,40,4,26,0,2,0,3,0,0,5,1,1,1,23,8,2,0,0,5,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US5344725,5344725,"Medina city, Washington",2969,2857,2478,9,7,347,2,14,112,110,11,11,74,7,2,0,0,0,0,3,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
