GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049,D050,D051,D052,D053,D054,D055,D056,D057,D058,D059,D060,D061,D062,D063,D064,D065,D066,D067,D068,D069,D070,D071
1400000US53033027900,53033027900,"Census Tract 279, King County, Washington",6514,6189,4791,284,102,337,66,609,325,286,65,61,65,12,42,5,1,0,7,7,0,4,6,10,1,30,18,2,0,0,3,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,7,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
1400000US53033028000,53033028000,"Census Tract 280, King County, Washington",3366,3086,1593,416,68,341,138,530,280,244,59,28,41,14,53,9,4,2,13,1,1,4,9,1,5,33,8,2,1,0,4,3,5,5,0,0,0,0,0,2,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033028100,53033028100,"Census Tract 281, King County, Washington",2477,2359,765,602,39,535,119,299,118,105,33,8,25,3,14,1,3,1,5,2,3,6,0,0,1,12,7,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033028200,53033028200,"Census Tract 282, King County, Washington",4718,4417,1844,1240,57,716,197,363,301,267,78,37,57,6,30,7,4,10,10,10,3,5,10,0,0,31,12,9,2,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033028300,53033028300,"Census Tract 283, King County, Washington",4580,4303,2411,412,39,1113,100,228,277,242,48,28,99,6,12,3,12,1,0,2,2,4,9,15,1,31,7,7,0,0,7,4,0,3,2,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033028402,53033028402,"Census Tract 284.02, King County, Washington",5097,4772,2176,1086,74,734,167,535,325,296,31,36,79,11,66,9,12,5,10,6,2,4,5,14,6,23,5,10,1,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033028403,53033028403,"Census Tract 284.03, King County, Washington",4986,4756,2475,1039,60,460,204,518,230,197,27,42,45,9,26,2,4,7,8,5,1,4,9,6,2,25,12,4,0,0,5,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1400000US53033028500,53033028500,"Census Tract 285, King County, Washington",3847,3557,2379,309,61,410,69,329,290,247,47,45,55,16,41,6,4,1,12,8,1,2,8,1,0,36,16,3,0,1,7,0,4,0,1,1,0,0,0,0,0,0,3,0,0,0,6,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53033028600,53033028600,"Census Tract 286, King County, Washington",6214,5926,5309,68,58,383,21,87,288,250,27,60,95,12,23,4,3,0,2,1,0,1,8,10,4,36,15,4,0,0,2,0,1,12,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033028700,53033028700,"Census Tract 287, King County, Washington",5055,4795,3892,219,58,396,62,168,260,222,36,50,78,12,22,0,3,6,1,5,0,3,4,0,2,37,23,3,2,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033028801,53033028801,"Census Tract 288.01, King County, Washington",3095,2928,1928,252,80,250,39,379,167,143,29,24,28,6,24,6,10,1,2,2,0,3,5,1,2,22,10,2,1,0,3,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1400000US53033028802,53033028802,"Census Tract 288.02, King County, Washington",6128,5753,2462,1127,74,863,290,937,375,333,61,46,77,10,56,14,12,8,5,2,4,6,17,13,2,33,18,4,0,1,1,1,0,5,0,0,1,0,0,0,0,1,1,0,0,0,8,3,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53033028901,53033028901,"Census Tract 289.01, King County, Washington",3368,3179,2393,179,29,319,89,170,189,163,25,38,50,10,17,1,1,3,0,3,1,1,9,4,0,26,7,7,0,0,4,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033028902,53033028902,"Census Tract 289.02, King County, Washington",6495,6077,2853,1039,75,595,348,1167,418,359,76,41,54,29,76,12,15,2,8,3,3,7,17,11,5,53,18,8,2,7,3,0,3,3,2,0,3,0,2,0,0,0,1,1,0,0,6,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1400000US53033029001,53033029001,"Census Tract 290.01, King County, Washington",4230,4047,3227,216,30,409,47,118,183,165,33,34,51,9,14,3,0,1,3,1,2,0,8,0,6,18,2,3,0,0,1,0,3,3,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029003,53033029003,"Census Tract 290.03, King County, Washington",5466,5112,2856,765,71,945,115,360,354,309,95,36,80,6,39,5,12,2,2,1,5,3,13,7,3,34,6,11,1,0,12,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,11,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029004,53033029004,"Census Tract 290.04, King County, Washington",3751,3520,1681,467,63,210,175,924,231,194,42,40,12,4,46,2,7,8,11,0,2,4,2,12,2,32,14,10,0,0,0,0,1,0,2,0,0,0,2,0,0,0,2,0,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
1400000US53033029101,53033029101,"Census Tract 291.01, King County, Washington",2990,2809,1392,283,16,921,53,144,181,161,18,29,49,7,12,1,8,1,1,4,0,0,20,11,0,17,6,2,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029102,53033029102,"Census Tract 291.02, King County, Washington",4329,4028,2554,479,65,452,126,352,301,268,57,57,49,19,42,5,3,1,8,5,1,0,13,5,3,30,14,2,0,0,2,0,0,5,1,1,3,1,0,1,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029203,53033029203,"Census Tract 292.03, King County, Washington",3537,3344,1886,608,62,330,102,356,193,183,43,28,36,7,29,16,8,0,2,2,0,1,6,5,0,9,3,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53033029204,53033029204,"Census Tract 292.04, King County, Washington",6666,6165,3229,981,65,1224,177,489,501,446,107,55,97,16,60,23,13,8,17,12,2,2,17,13,4,51,15,12,5,3,4,2,0,5,0,0,1,1,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029205,53033029205,"Census Tract 292.05, King County, Washington",4602,4274,2507,450,50,531,113,623,328,293,55,46,85,4,47,0,21,2,9,1,0,0,13,7,3,27,2,8,0,5,1,0,0,8,1,0,1,0,0,1,0,0,0,0,0,0,7,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1400000US53033029206,53033029206,"Census Tract 292.06, King County, Washington",3853,3573,1853,476,61,345,151,687,280,254,66,24,29,11,51,11,14,9,9,2,1,0,14,12,1,24,7,5,1,3,4,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029303,53033029303,"Census Tract 293.03, King County, Washington",7517,7090,3745,1000,23,2054,53,215,427,383,81,33,115,5,43,17,22,7,19,3,1,0,15,20,2,34,7,14,0,3,0,0,0,6,0,0,3,0,1,0,0,0,0,0,0,0,10,2,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029304,53033029304,"Census Tract 293.04, King County, Washington",4836,4564,3059,279,22,985,29,190,272,241,48,33,81,3,24,6,9,1,3,6,0,1,8,16,2,30,7,3,2,0,4,0,1,11,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029305,53033029305,"Census Tract 293.05, King County, Washington",3914,3751,2172,334,22,1024,71,128,163,148,37,17,51,7,5,6,13,1,1,2,0,0,2,3,3,15,6,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029306,53033029306,"Census Tract 293.06, King County, Washington",3283,3130,1815,255,23,954,23,60,153,144,18,26,41,2,10,2,10,1,0,4,0,0,9,17,4,9,3,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029307,53033029307,"Census Tract 293.07, King County, Washington",3883,3646,2722,189,30,588,12,105,237,198,26,27,76,4,25,2,7,0,2,13,0,0,10,6,0,32,11,2,0,0,1,0,0,12,0,0,1,1,1,0,1,0,0,0,0,2,7,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029403,53033029403,"Census Tract 294.03, King County, Washington",5535,5243,2703,514,38,1583,91,314,292,257,63,9,88,7,18,9,13,2,5,5,0,2,14,21,1,32,11,0,0,4,7,0,0,5,1,0,1,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53033029405,53033029405,"Census Tract 294.05, King County, Washington",5861,5523,3444,506,15,1281,120,157,338,293,82,25,105,12,9,6,10,2,1,2,1,0,17,21,0,39,20,1,0,2,10,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,6,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029406,53033029406,"Census Tract 294.06, King County, Washington",5004,4727,2757,336,30,1403,67,134,277,262,35,19,100,7,12,7,20,6,3,0,3,0,18,29,3,15,0,8,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029407,53033029407,"Census Tract 294.07, King County, Washington",4885,4581,2424,685,51,906,72,443,304,262,59,35,45,6,40,14,7,2,14,5,1,1,14,17,2,30,8,3,1,2,2,0,1,4,1,0,4,0,0,4,0,0,0,0,0,0,11,1,4,1,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1400000US53033029408,53033029408,"Census Tract 294.08, King County, Washington",4376,4036,2023,549,29,793,68,574,340,302,66,34,66,18,58,9,11,2,5,2,0,1,11,17,2,37,20,4,1,4,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029502,53033029502,"Census Tract 295.02, King County, Washington",6780,6420,3929,408,44,1674,54,311,360,331,56,37,107,23,22,11,10,6,6,2,0,1,26,24,0,22,12,2,0,0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029503,53033029503,"Census Tract 295.03, King County, Washington",7896,7149,3587,1153,64,1523,110,712,747,679,122,258,119,13,73,15,20,5,10,4,1,5,18,12,4,67,28,13,4,3,1,0,3,4,1,1,0,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53033029504,53033029504,"Census Tract 295.04, King County, Washington",5292,4864,2703,999,53,662,85,362,428,361,131,47,68,9,16,24,5,5,6,6,0,2,27,13,2,53,13,10,4,1,5,4,3,7,5,0,0,0,1,0,0,0,0,0,0,0,10,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
1400000US53033029601,53033029601,"Census Tract 296.01, King County, Washington",7153,6713,3642,1020,43,1442,125,441,440,379,112,35,111,6,51,8,15,0,3,1,0,1,21,13,2,59,18,19,0,1,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029602,53033029602,"Census Tract 296.02, King County, Washington",5462,5175,3819,217,24,959,41,115,287,264,48,37,108,5,21,4,12,1,4,11,0,0,10,1,2,17,3,2,0,0,0,0,1,6,2,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029700,53033029700,"Census Tract 297, King County, Washington",7056,6688,4896,601,72,446,63,610,368,343,77,43,93,22,53,10,10,5,3,5,6,1,3,12,0,24,8,4,0,0,6,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029801,53033029801,"Census Tract 298.01, King County, Washington",7914,7441,5004,696,105,859,188,589,473,416,95,87,112,15,28,11,11,0,18,6,0,5,14,3,11,50,15,14,0,6,4,0,1,8,0,0,0,0,0,0,0,0,2,0,0,0,6,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53033029802,53033029802,"Census Tract 298.02, King County, Washington",8969,8460,5972,532,64,1268,147,477,509,463,95,69,135,14,40,11,19,8,12,4,2,2,25,19,8,46,14,7,2,1,5,1,1,8,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029901,53033029901,"Census Tract 299.01, King County, Washington",4823,4573,3518,243,36,483,56,237,250,209,51,44,53,10,28,4,2,0,7,0,2,1,3,3,1,39,8,7,4,0,5,0,2,9,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033029902,53033029902,"Census Tract 299.02, King County, Washington",4427,4243,3231,205,29,644,60,74,184,162,32,37,60,4,8,0,5,0,0,2,1,4,7,2,0,16,3,1,0,0,5,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030003,53033030003,"Census Tract 300.03, King County, Washington",5877,5582,3726,514,41,672,112,517,295,271,61,23,88,12,26,9,12,2,11,2,0,0,12,10,3,22,6,5,0,0,7,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030004,53033030004,"Census Tract 300.04, King County, Washington",8055,7468,3258,1491,79,1193,358,1089,587,496,139,62,90,20,58,27,22,1,30,10,2,1,17,13,4,83,32,9,2,3,12,0,6,9,2,1,4,0,1,0,1,0,0,0,0,1,8,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030005,53033030005,"Census Tract 300.05, King County, Washington",5530,5194,2854,472,69,579,144,1076,336,289,54,40,63,19,50,12,8,4,9,2,3,1,13,6,5,45,24,9,2,0,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030006,53033030006,"Census Tract 300.06, King County, Washington",3736,3513,1713,378,35,434,204,749,223,185,38,14,21,5,56,8,7,3,12,1,0,3,10,1,6,29,2,8,0,4,1,0,0,7,0,0,0,0,1,1,0,0,2,0,3,0,9,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030100,53033030100,"Census Tract 301, King County, Washington",7323,6999,5246,304,56,841,131,421,324,292,39,22,105,19,60,7,8,2,0,0,3,6,12,4,5,31,9,8,2,1,5,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030201,53033030201,"Census Tract 302.01, King County, Washington",5327,4947,3144,425,68,617,137,556,380,347,74,36,94,24,46,4,17,3,14,3,0,0,16,13,3,29,8,8,3,0,1,1,0,4,1,2,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030202,53033030202,"Census Tract 302.02, King County, Washington",6484,6015,3588,740,59,766,219,643,469,408,113,75,76,13,59,16,8,0,13,0,0,0,34,1,0,55,16,16,0,3,4,1,0,9,0,0,0,0,0,3,1,2,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030304,53033030304,"Census Tract 303.04, King County, Washington",2987,2771,1997,171,33,401,29,140,216,183,55,31,44,16,18,2,1,0,1,1,0,4,5,4,1,27,7,6,0,2,0,0,2,5,0,0,2,0,0,3,0,0,0,0,0,0,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030305,53033030305,"Census Tract 303.05, King County, Washington",4906,4578,3650,318,27,443,46,94,328,301,61,48,88,22,25,11,9,11,4,8,0,1,7,5,1,23,5,6,0,0,4,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030306,53033030306,"Census Tract 303.06, King County, Washington",5681,5291,3885,514,46,502,110,234,390,335,107,40,84,18,26,12,10,3,4,7,2,0,17,3,2,51,11,11,6,3,5,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030308,53033030308,"Census Tract 303.08, King County, Washington",6266,5800,3336,603,48,1241,181,391,466,418,114,55,113,14,32,19,19,6,4,4,5,1,11,16,5,40,9,8,0,4,5,0,3,5,0,0,4,0,0,0,0,0,0,2,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030309,53033030309,"Census Tract 303.09, King County, Washington",5730,5328,3003,664,44,1073,225,319,402,344,102,37,99,9,23,13,21,4,6,0,0,1,17,11,1,56,26,11,0,1,3,1,0,4,4,0,0,0,0,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53033030310,53033030310,"Census Tract 303.10, King County, Washington",5551,5199,2889,374,54,1512,117,253,352,306,74,37,93,12,26,2,22,2,10,7,2,0,10,8,1,40,11,12,1,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1400000US53033030311,53033030311,"Census Tract 303.11, King County, Washington",5034,4673,3090,504,60,332,148,539,361,311,53,49,79,15,52,1,16,8,5,2,4,0,9,4,14,49,11,4,4,0,7,0,0,7,4,3,7,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030312,53033030312,"Census Tract 303.12, King County, Washington",4736,4406,2863,607,50,506,117,263,330,276,55,38,84,10,32,18,18,5,6,1,0,0,4,4,1,52,19,5,0,0,1,1,2,18,4,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53033030313,53033030313,"Census Tract 303.13, King County, Washington",3612,3381,2163,405,49,388,93,283,231,200,54,35,46,8,22,9,6,3,4,2,4,1,0,5,1,28,9,8,0,1,3,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030314,53033030314,"Census Tract 303.14, King County, Washington",3795,3542,2261,384,46,550,61,240,253,210,56,24,52,10,19,12,10,2,0,2,0,0,10,6,7,36,14,2,1,3,4,2,2,1,3,0,1,0,0,1,0,0,0,0,0,2,7,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030401,53033030401,"Census Tract 304.01, King County, Washington",8134,7684,5486,453,75,1298,105,267,450,406,87,76,118,14,29,15,12,4,1,3,0,4,31,10,2,41,12,3,4,3,8,0,0,7,2,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030403,53033030403,"Census Tract 304.03, King County, Washington",4270,4037,2996,213,20,674,53,81,233,212,47,43,72,1,11,2,7,3,6,4,0,2,11,2,1,21,4,4,3,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030404,53033030404,"Census Tract 304.04, King County, Washington",4208,4042,3430,79,47,366,49,71,166,137,25,27,57,4,13,1,1,0,0,0,0,0,8,0,1,26,6,5,3,1,3,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
1400000US53033030501,53033030501,"Census Tract 305.01, King County, Washington",1686,1594,1256,42,34,67,23,172,92,78,7,28,9,2,12,3,1,0,1,5,1,4,5,0,0,12,5,1,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030503,53033030503,"Census Tract 305.03, King County, Washington",4181,3949,2906,301,67,363,108,204,232,207,57,51,34,8,14,12,5,0,6,3,2,2,11,1,1,21,6,4,2,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030504,53033030504,"Census Tract 305.04, King County, Washington",4484,4210,3215,232,38,205,169,351,274,246,62,69,30,14,34,6,0,7,1,6,5,0,8,2,2,24,9,3,0,1,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
1400000US53033030600,53033030600,"Census Tract 306, King County, Washington",5331,5053,3994,240,102,228,167,322,278,250,68,41,50,12,43,5,1,4,6,0,0,2,17,1,0,26,12,3,1,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030700,53033030700,"Census Tract 307, King County, Washington",3796,3589,2693,317,74,156,71,278,207,187,67,35,37,3,22,11,1,0,3,2,0,0,2,4,0,18,6,2,0,0,6,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030801,53033030801,"Census Tract 308.01, King County, Washington",6575,6231,4271,341,142,130,97,1250,344,313,72,55,29,14,79,6,10,2,16,3,2,5,15,2,3,23,4,2,2,4,2,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,8,2,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030802,53033030802,"Census Tract 308.02, King County, Washington",3683,3415,2574,92,99,165,113,372,268,248,55,40,52,13,64,9,2,1,0,2,3,1,5,1,0,18,5,3,0,2,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033030901,53033030901,"Census Tract 309.01, King County, Washington",3606,3336,2448,113,58,397,75,245,270,246,46,49,52,6,65,4,6,2,4,1,0,1,8,2,0,23,15,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US53033030902,53033030902,"Census Tract 309.02, King County, Washington",5605,5257,3799,188,99,541,104,526,348,322,68,70,69,15,47,8,10,0,2,6,1,6,11,2,7,26,7,2,2,0,6,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033031000,53033031000,"Census Tract 310, King County, Washington",3347,3162,2614,135,19,289,25,80,185,165,27,28,70,5,4,4,4,3,3,2,0,0,11,4,0,18,3,4,0,0,0,1,1,3,0,0,3,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033031100,53033031100,"Census Tract 311, King County, Washington",6718,6331,4525,326,635,325,109,411,387,351,65,86,86,18,23,8,5,4,6,5,8,13,15,9,0,34,10,0,3,4,6,0,1,3,0,0,0,4,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033031202,53033031202,"Census Tract 312.02, King County, Washington",6401,6168,4656,80,1082,135,39,176,233,212,16,74,33,22,17,16,3,0,0,6,0,21,2,2,0,21,1,1,0,0,2,10,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033031204,53033031204,"Census Tract 312.04, King County, Washington",6038,5835,5388,69,53,147,27,151,203,196,21,68,78,8,9,2,5,0,0,1,0,0,3,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US53033031205,53033031205,"Census Tract 312.05, King County, Washington",6673,6343,4582,475,59,922,52,253,330,303,73,37,86,7,45,8,11,2,18,2,4,2,6,2,0,27,6,6,1,3,5,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
