GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02,HC04,HC05,HC06,HC08,HC09
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographical Area,Geographical Area,Population,Housing  units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing  units
0500000US53033,53033,"King County, Washington",1550000US5357395033,5357395033,King County - PLACE - Ravensdale CDP,Ravensdale CDP,816,321,5.13,0.11,5.03,162.3,63.8
0500000US53033,53033,"King County, Washington",1550000US5357535033,5357535033,King County - PLACE - Redmond city,Redmond city,45256,20248,16.56,0.67,15.89,2848.8,1274.6
0500000US53033,53033,"King County, Washington",1550000US5357745033,5357745033,King County - PLACE - Renton city,Renton city,50052,22676,17.30,0.28,17.03,2939.7,1331.8
0500000US53033,53033,"King County, Washington",1550000US5358742033,5358742033,King County - PLACE - Riverbend CDP,Riverbend CDP,2230,791,3.01,0.00,3.01,740.2,262.5
0500000US53033,53033,"King County, Washington",1550000US5358878033,5358878033,King County - PLACE - Riverton-Boulevard Park CDP,Riverton-Boulevard Park CDP,11188,4662,2.79,0.06,2.73,4104.5,1710.3
0500000US53033,53033,"King County, Washington",1550000US5361115033,5361115033,King County - PLACE - Sammamish city,Sammamish city,34104,11599,18.30,0.25,18.05,1888.9,642.4
0500000US53033,53033,"King County, Washington",1550000US5362288033,5362288033,King County - PLACE - SeaTac city,SeaTac city,25496,10176,10.13,0.17,9.96,2558.8,1021.3
0500000US53033,53033,"King County, Washington",1550000US5363000033,5363000033,King County - PLACE - Seattle city,Seattle city,563374,270524,142.54,58.67,83.87,6717.0,3225.4
0500000US53033,53033,"King County, Washington",1550000US5363960033,5363960033,King County - PLACE - Shoreline city,Shoreline city,53025,21338,11.69,0.02,11.66,4546.0,1829.4
0500000US53033,53033,"King County, Washington",1550000US5364855033,5364855033,King County - PLACE - Skykomish town,Skykomish town,214,162,0.34,0.00,0.34,623.2,471.8
0500000US53033,53033,"King County, Washington",1550000US5365205033,5365205033,King County - PLACE - Snoqualmie city,Snoqualmie city,1631,656,5.17,0.03,5.14,317.2,127.6
0500000US53033,53033,"King County, Washington",1550000US5370315033,5370315033,King County - PLACE - Tanner CDP,Tanner CDP,2966,1087,6.07,0.00,6.07,489.0,179.2
0500000US53033,53033,"King County, Washington",1550000US5372625033,5372625033,King County - PLACE - Tukwila city,Tukwila city,17181,7725,9.07,0.15,8.92,1927.0,866.4
0500000US53033,53033,"King County, Washington",1550000US5373307033,5373307033,King County - PLACE - Union Hill-Novelty Hill CDP,Union Hill-Novelty Hill CDP,11265,3677,24.39,0.06,24.34,462.9,151.1
0500000US53033,53033,"King County, Washington",1550000US5374305033,5374305033,King County - PLACE - Vashon CDP,Vashon CDP,10123,4867,36.97,0.00,36.97,273.9,131.7
0500000US53033,53033,"King County, Washington",1550000US5377535033,5377535033,King County - PLACE - West Lake Sammamish CDP,West Lake Sammamish CDP,5937,2229,3.43,2.02,1.41,4203.1,1578.0
0500000US53033,53033,"King County, Washington",1550000US5378225033,5378225033,King County - PLACE - White Center CDP,White Center CDP,20975,7775,3.40,0.01,3.39,6194.9,2296.3
0500000US53033,53033,"King County, Washington",1550000US5379590033,5379590033,King County - PLACE - Woodinville city,Woodinville city,9194,3592,5.66,0.02,5.64,1630.0,636.8
0500000US53033,53033,"King County, Washington",1550000US5380150033,5380150033,King County - PLACE - Yarrow Point town,Yarrow Point town,1008,393,0.37,0.00,0.37,2720.3,1060.6
